rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct
1,DET,MIN,1.0535,PASS,NO EDGE,PASS,52.5,47.5
2,OAK,NYY,0.9779,NRFI,LEAN,LEAN NRFI,54.8,45.2
3,CWS,KC,0.9286,NRFI,LEAN,LEAN NRFI,53.9,46.1
4,CIN,MIA,0.8572,YRFI,LEAN,LEAN YRFI,44.9,55.1
5,ARI,NYM,0.8452,NRFI,STRONG,STRONG NRFI,60.9,39.1
6,COL,SD,0.7442,PASS,NO EDGE,PASS,49.0,51.0
