rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,BAL,BOS,1.1289,PASS,LINEUP PENDING,PASS,40.6,59.4,824753,1,N,1:35 PM ET
2,CLE,NYY,1.1189,YRFI,STRONG,STRONG YRFI,34.6,65.4,823542,1,N,1:35 PM ET
3,PIT,HOU,1.1043,PASS,LINEUP PENDING,PASS,41.7,58.3,824185,1,N,8:10 PM ET
4,SF,MIL,1.0750,PASS,LINEUP PENDING,PASS,47.9,52.1,823779,1,N,2:10 PM ET
5,OAK,CHC,1.0551,PASS,LINEUP PENDING,PASS,47.7,52.3,824672,1,N,8:05 PM ET
6,LAD,ARI,1.0119,YRFI,STRONG,STRONG YRFI,40.6,59.4,825076,1,N,9:40 PM ET
7,SD,PHI,0.9802,PASS,LINEUP PENDING,PASS,45.1,54.9,823457,1,N,1:05 PM ET
8,KC,MIN,0.9373,YRFI,STRONG,STRONG YRFI,40.6,59.4,823698,1,N,7:40 PM ET
9,TOR,ATL,0.8768,PASS,LINEUP PENDING,PASS,47.9,52.1,824919,1,N,7:15 PM ET
