date,game_pk,away,home,away_pitcher,home_pitcher,away_pitcher_q,home_pitcher_q,away_batting_q,home_batting_q,park_factor,away_lambda,home_lambda,lambda_total,nrfi_prob,yrfi_prob,over_1_5_prob,pick_side,pick_strength,data_points,nrfi_prob_raw,yrfi_prob_raw,pick_side_raw,pick_strength_raw,away_era,home_era,away_whip,home_whip,away_fip,home_fip,away_bb9,home_bb9,away_hr9,home_hr9,away_k9,home_k9,away_obp,home_obp,away_slg,home_slg,away_rpg,home_rpg,away_fi_era,home_fi_era,away_fi_whip,home_fi_whip,away_fi_ip,home_fi_ip,away_top3_obp,home_top3_obp,away_top3_slg,home_top3_slg,away_top3_iso,home_top3_iso,away_top3_n,home_top3_n,away_top3c_obp,home_top3c_obp,away_top3c_slg,home_top3c_slg,away_top3c_iso,home_top3c_iso,away_top3c_n,home_top3c_n,away_top3c_source,home_top3c_source,away_p_last5_game_nrfi,home_p_last5_game_nrfi,away_p_last5_pitcher_nrfi,home_p_last5_pitcher_nrfi,away_p_last5_n,home_p_last5_n,away_p_last10_game_nrfi,home_p_last10_game_nrfi,away_p_last10_pitcher_nrfi,home_p_last10_pitcher_nrfi,away_p_last10_n,home_p_last10_n,fi_park_nrfi_rate,wx_temp_c,wx_wind_kmh,wx_wind_deg,wx_humidity,wx_is_dome,wx_wind_out,wx_wind_cross,away_era_blend,home_era_blend,away_fip_blend,home_fip_blend,away_hr9_blend,home_hr9_blend,away_bb9_blend,home_bb9_blend,away_k9_blend,home_k9_blend,away_whip_blend,home_whip_blend,away_blend_source,home_blend_source,away_current_ip,home_current_ip,away_current_starts,home_current_starts,fi_away_runs,fi_home_runs,fi_total_runs,actual_side,graded_result,home_p_last10_era,away_p_last10_era
2023-04-14,718574,MIL,SD,Eric Lauer,Michael Wacha,ltd,ltd,live,live,0.9500,0.4123,0.4843,0.8966,0.4079,0.5921,0.2263,YRFI,LEAN,4,0.4079,0.5921,YRFI,LEAN,3.8175,3.5400,1.2275,1.1525,4.3895,4.0772,3.2674,2.3963,1.4520,1.2559,8.9238,7.7482,0.3153,0.3180,0.4094,0.3847,4.4732,4.3602,,,,,,,0.3336,0.3588,0.4396,0.4266,0.1870,0.1703,3,3,0.3648,0.3605,0.3869,0.4797,0.1168,0.2358,3,3,current,current,0.4000,0.6000,0.4000,0.8000,5,5,0.6000,0.5000,0.6000,0.7000,10,10,0.5189,15.0000,14.4000,267,67,0,0.2513,14.3978,5.2723,3.2808,5.2681,3.6481,1.9899,1.0131,3.8476,2.6861,9.1922,8.3491,1.4492,1.0793,blend,blend,9.333333333333332,12.0,2,2,4,0,4,YRFI,WIN,4.793,4.561
2023-04-14,718575,CHC,LAD,Justin Steele,Noah Syndergaard,ltd,ltd,live,live,0.9700,0.3886,0.4823,0.8709,0.4186,0.5814,0.2169,PASS,NO EDGE,4,0.4186,0.5814,PASS,NO EDGE,3.4350,4.0103,1.3250,1.2533,3.3876,3.8500,3.5861,2.3092,0.7538,1.0042,9.3721,7.0033,0.3116,0.3317,0.3893,0.4396,4.0890,5.1624,,,,,,,0.3329,0.3647,0.4341,0.4988,0.1580,0.2083,3,3,0.4207,0.3920,0.4375,0.5101,0.0938,0.2148,3,3,current,current,0.6000,0.4000,1.0000,0.8000,5,5,0.6000,0.5000,0.8000,0.7000,10,10,0.4720,16.8000,13.1000,233,60,0,11.2289,6.7470,2.2662,4.9262,2.9696,3.9500,0.3920,1.3225,3.6648,1.3855,8.8335,7.0820,1.1690,1.2320,blend,blend,12.0,10.0,2,2,0,0,0,NRFI,PASS,4.370,1.317
2023-04-14,718577,COL,SEA,Austin Gomber,Tommy Milone,ltd,avg,live,live,0.9500,0.4307,0.4723,0.9029,0.4054,0.5946,0.2286,YRFI,LEAN,3,0.4054,0.5946,YRFI,LEAN,5.2200,4.2000,1.3400,1.2500,4.4136,4.2000,2.5978,3.0000,1.3870,1.2000,7.3880,8.9000,0.3153,0.3153,0.3994,0.3920,4.3206,4.2754,,,,,,,0.3298,0.3381,0.4134,0.4670,0.1536,0.2027,3,3,0.3605,0.3533,0.4186,0.4529,0.1240,0.1471,3,3,current,current,0.8000,,0.8000,,5,0,0.6000,,0.9000,,10,0,0.6001,,,,,1,0.0000,0.0000,5.8728,4.2000,4.9332,4.2000,1.8752,1.2000,2.2094,3.0000,7.4758,8.9000,1.2883,1.2500,blend,prior,10.666666666666668,0,2,0,1,0,1,YRFI,WIN,,6.176
2023-04-15,718572,MIN,NYY,Tyler Mahle,Domingo Germán,ltd,ltd,live,live,1.0200,0.4578,0.5155,0.9732,0.3779,0.6221,0.2544,YRFI,LEAN,4,0.3779,0.6221,YRFI,LEAN,4.3510,3.8455,1.2289,1.1959,3.9054,4.2391,3.1647,2.6225,1.1985,1.3040,9.3007,7.9026,0.3171,0.3244,0.4021,0.4250,4.3093,4.9364,,,,,,,0.3424,0.3777,0.4903,0.5262,0.2257,0.2576,2,3,0.3241,0.3758,0.4694,0.5588,0.2143,0.2647,3,3,current,current,0.4000,0.2000,0.8000,0.6000,5,5,0.6000,0.3000,0.8000,0.7000,10,10,0.5203,15.8000,8.6000,123,93,0,-5.8652,-6.2896,4.2366,4.4662,3.2710,4.8898,1.0312,1.6241,2.4922,3.6183,9.8884,8.3591,1.2882,1.2692,blend,blend,11.0,7.666666666666667,2,2,0,0,0,NRFI,LOSS,3.600,4.059
2023-04-15,718571,SF,DET,Anthony DeSclafani,Michael Lorenzen,avg,ltd,live,live,0.9800,0.4723,0.4083,0.8805,0.4146,0.5854,0.2204,YRFI,LEAN,3,0.4146,0.5854,YRFI,LEAN,4.2000,4.2300,1.2500,1.2725,4.2000,4.1852,3.0000,3.8056,1.2000,1.0639,8.9000,8.1278,0.3153,0.2887,0.3911,0.3518,4.4223,3.5240,,,,,,,0.3134,0.2993,0.3960,0.3901,0.1589,0.1456,2,3,0.3362,0.2835,0.5000,0.3485,0.2000,0.1515,3,3,current,current,0.8000,0.6000,0.8000,0.6000,5,5,0.7143,0.3000,0.7143,0.5000,7,10,0.5107,22.9000,16.5000,203,60,0,16.4372,1.4381,2.6213,4.2300,2.7773,4.1852,0.6080,1.0639,1.5200,3.8056,8.4693,8.1278,0.9787,1.2725,blend,prior,12.333333333333332,0,2,0,2,0,2,YRFI,WIN,5.255,4.309
2023-04-15,718570,BAL,CWS,Kyle Gibson,Michael Kopech,ltd,ltd,live,live,0.9800,0.4671,0.4626,0.9297,0.3947,0.6053,0.2384,YRFI,LEAN,4,0.3947,0.6053,YRFI,LEAN,4.8375,3.7050,1.3175,1.2050,4.1286,4.3574,2.6878,3.9805,1.2689,1.1501,8.0384,8.1759,0.3061,0.3107,0.3920,0.3893,4.1850,4.2528,,,,,,,0.3253,0.3388,0.4208,0.4181,0.1667,0.1323,3,3,0.3614,0.3449,0.5399,0.4551,0.2638,0.1731,3,3,current,current,0.2000,0.6000,0.2000,0.8000,5,5,0.2000,0.7000,0.3000,0.8000,10,10,0.5180,26.1000,17.9000,205,35,0,17.5711,-3.4155,3.8100,5.0042,3.9343,6.3382,1.0584,2.3661,2.1567,4.4421,6.4636,8.2875,1.1913,1.3309,blend,blend,18.333333333333332,10.666666666666668,3,2,0,0,0,NRFI,LOSS,4.596,3.436
2023-04-15,718568,PIT,STL,Roansy Contreras,Steven Matz,ltd,ltd,live,live,0.9700,0.3831,0.5191,0.9022,0.4057,0.5943,0.2283,YRFI,LEAN,4,0.4057,0.5943,YRFI,LEAN,3.8925,4.6200,1.2650,1.2500,4.2750,3.9767,3.5211,2.5500,1.2237,1.3200,8.3355,9.3900,0.2933,0.3244,0.3682,0.4195,3.7161,4.7387,,,,,,,0.3255,0.3744,0.3981,0.4600,0.1502,0.1784,3,3,0.3313,0.3611,0.4685,0.4127,0.2028,0.1349,3,3,current,current,0.0000,0.4000,0.0000,0.6000,5,5,0.4000,0.3000,0.5000,0.7000,10,10,0.5786,17.7000,22.2000,262,91,0,21.7149,4.6156,5.3712,6.1872,4.0520,4.1109,0.7832,1.4592,4.0535,2.5080,7.1347,9.2184,1.4896,1.5800,blend,blend,9.0,11.0,2,2,1,2,3,YRFI,WIN,6.000,4.312
2023-04-15,718569,TB,TOR,Calvin Faucher,Yusei Kikuchi,ltd,ltd,live,live,1.0100,0.5831,0.5452,1.1283,0.3236,0.6764,0.3113,YRFI,STRONG,4,0.3236,0.6764,YRFI,STRONG,4.4251,4.9425,1.3274,1.4375,4.3399,5.0591,3.2225,4.6572,1.2890,1.8494,8.9101,10.5783,0.3098,0.3281,0.3801,0.4296,4.1398,4.7556,,,,,,,0.3526,0.3378,0.4249,0.4737,0.1611,0.1960,3,3,0.3580,0.4010,0.5694,0.5278,0.2847,0.1778,3,3,current,current,,0.2000,,0.4000,0,5,,0.3000,,0.5000,0,10,0.5161,,,,,1,0.0000,0.0000,4.4251,5.6173,4.3399,6.0077,1.2890,2.5990,3.2225,3.6385,8.9101,9.5091,1.3274,1.4608,prior,blend,0,9.333333333333332,0,2,0,0,0,NRFI,LOSS,6.146,
2023-04-15,718573,CLE,WSH,Zach Plesac,Chad Kuhl,ltd,ltd,live,live,0.9700,0.5335,0.4458,0.9793,0.3756,0.6244,0.2566,YRFI,LEAN,4,0.3756,0.6244,YRFI,LEAN,4.2825,5.3400,1.3025,1.4750,4.2954,4.9024,2.7050,3.6077,1.2775,1.5318,7.3698,7.6447,0.3162,0.3107,0.3856,0.3801,4.3206,3.7839,,,,,,,0.3463,0.3327,0.4391,0.4469,0.1524,0.1811,3,3,0.3518,0.3091,0.3609,0.2828,0.1006,0.0552,3,3,current,current,0.4000,0.4000,0.4000,0.6000,5,5,0.5000,0.4000,0.6000,0.5000,10,10,0.5416,20.0000,3.0000,346,78,0,-2.0460,2.1941,5.7921,6.4440,4.6328,5.7814,1.5887,1.9991,2.5594,3.9646,7.5315,7.1068,1.4457,1.4850,blend,blend,8.0,10.0,2,2,0,3,3,YRFI,WIN,8.449,5.772
2023-04-15,718560,MIL,SD,Freddy Peralta,Seth Lugo,ltd,ltd,live,live,0.9500,0.4152,0.3905,0.8057,0.4468,0.5532,0.1932,PASS,NO EDGE,4,0.4468,0.5532,PASS,NO EDGE,3.7970,3.8750,1.1135,1.2067,3.3767,3.8792,3.0750,2.7250,0.8700,1.2250,9.5650,9.2542,0.3153,0.3180,0.4094,0.3847,4.4732,4.3602,,,,,,,0.3326,0.3553,0.3983,0.4492,0.1607,0.2030,3,3,0.3711,0.3246,0.4254,0.4242,0.1567,0.2000,3,3,current,current,0.8000,1.0000,1.0000,1.0000,5,2,0.6000,1.0000,0.9000,1.0000,10,2,0.5189,16.4000,16.6000,292,73,0,-6.7518,15.1649,2.4544,2.5800,2.8439,3.5140,0.4524,0.9480,3.7590,2.7480,10.0138,8.7620,1.0590,1.0992,blend,blend,12.0,13.0,2,2,2,2,4,YRFI,PASS,,1.370
2023-04-15,718565,NYM,OAK,Carlos Carrasco,Shintaro Fujinami,ltd,avg,live,live,0.9300,0.4479,0.3543,0.8023,0.4483,0.5517,0.1920,PASS,NO EDGE,3,0.4483,0.5517,PASS,NO EDGE,4.0275,4.2000,1.3100,1.2500,3.5724,4.2000,2.5707,3.0000,1.0549,1.2000,8.9750,8.9000,0.3308,0.2841,0.4122,0.3518,4.7387,3.5862,,,,,,,0.3511,0.2847,0.4487,0.3167,0.1712,0.0946,3,3,0.4152,0.2656,0.4478,0.2222,0.1791,0.0317,3,2,current,current,0.6000,1.0000,0.6000,1.0000,5,2,0.5000,1.0000,0.6000,1.0000,10,2,0.4749,12.8000,17.7000,264,69,0,15.6282,8.3096,5.7513,5.4800,5.4086,4.3467,1.7692,0.8800,4.1995,4.6000,7.6637,8.3267,1.5359,1.4500,blend,blend,8.666666666666668,6.666666666666666,2,2,0,0,0,NRFI,PASS,,5.860
2023-04-15,718576,LAA,BOS,Tyler Anderson,Nick Pivetta,ltd,ltd,live,live,1.0500,0.4875,0.4016,0.8892,0.4110,0.5890,0.2236,YRFI,LEAN,4,0.4110,0.5890,YRFI,LEAN,2.9775,4.4700,1.0625,1.3475,3.4087,4.2958,2.0379,3.4997,0.8303,1.3170,7.4523,8.8168,0.2988,0.3207,0.3920,0.4094,3.8969,4.5297,,,,,,,0.3611,0.3440,0.5360,0.4293,0.2575,0.1467,3,3,0.4046,0.3526,0.4895,0.3507,0.2098,0.0970,3,3,current,current,0.6000,0.2000,0.6000,0.6000,5,5,0.7000,0.4000,0.7000,0.7000,10,10,0.4923,11.3000,10.5000,63,95,0,-9.9861,-3.2447,3.5071,3.0820,4.6770,4.4975,1.5560,1.5102,2.6084,3.8998,7.1526,9.6101,1.2092,1.2485,blend,blend,10.666666666666668,10.0,2,2,4,2,6,YRFI,WIN,4.754,2.361
2023-04-15,718566,PHI,CIN,Matt Strahm,Graham Ashcraft,ltd,ltd,live,live,1.0900,0.5044,0.4820,0.9865,0.3729,0.6271,0.2593,YRFI,LEAN,4,0.3729,0.6271,YRFI,LEAN,4.0637,4.7175,1.2426,1.3775,3.8948,4.0250,3.1700,2.6786,1.1330,1.0071,9.5218,6.7893,0.3171,0.3052,0.4213,0.3756,4.5975,4.0381,,,,,,,0.3236,0.3284,0.4514,0.4204,0.1978,0.1790,3,3,0.3529,0.3333,0.4602,0.5306,0.1477,0.2857,3,3,current,current,0.5000,0.8000,1.0000,1.0000,2,5,0.5000,0.6000,1.0000,1.0000,2,10,0.5303,23.4000,8.7000,222,51,0,7.8195,-3.8138,2.9608,3.3444,3.1287,3.5040,0.7251,0.8434,2.7488,2.7257,9.3340,7.9389,1.0753,1.2212,blend,blend,9.0,13.0,2,2,0,0,0,NRFI,LOSS,4.449,
2023-04-15,718563,ATL,KC,Bryce Elder,Kris Bubic,ltd,ltd,live,live,0.9600,0.5602,0.4275,0.9877,0.3724,0.6276,0.2597,YRFI,LEAN,4,0.3724,0.6276,YRFI,LEAN,3.7365,5.2350,1.2455,1.5875,3.9300,4.5552,3.3750,4.0465,0.9600,1.2419,8.4200,7.9808,0.3171,0.3070,0.4405,0.3829,4.8347,3.9929,,,,,,,0.3408,0.3190,0.4779,0.4200,0.2188,0.1710,3,3,0.4337,0.3399,0.5988,0.4296,0.2575,0.1831,3,3,current,current,0.4000,0.6000,0.8000,0.6000,5,5,0.6000,0.7000,0.8000,0.7000,10,10,0.5376,8.8000,22.7000,317,81,0,0.0000,22.7000,2.3865,3.6516,2.9605,2.9949,0.4864,0.6954,3.1500,2.6260,8.9461,9.1493,1.1111,1.2890,blend,blend,12.333333333333332,11.0,2,2,1,1,2,YRFI,WIN,5.586,2.006
2023-04-15,718567,ARI,MIA,Ryne Nelson,Braxton Garrett,avg,ltd,live,live,0.9500,0.3747,0.4100,0.7847,0.4563,0.5437,0.1857,NRFI,LEAN,3,0.4563,0.5437,NRFI,LEAN,4.2000,3.7453,1.2500,1.2500,4.2000,3.4683,3.0000,2.6000,1.2000,0.9950,8.9000,9.1233,0.3052,0.2960,0.3875,0.3673,4.3432,3.6879,,,,,,,0.3371,0.3297,0.3996,0.4130,0.1337,0.1611,3,3,0.3116,0.3288,0.4275,0.4672,0.1522,0.1825,3,3,current,current,0.4000,0.4000,0.4000,0.8000,5,5,0.4000,0.4000,0.4000,0.6000,5,10,0.4425,,,,,1,0.0000,0.0000,4.5120,3.7453,4.3560,3.4683,1.0320,0.9950,3.4800,2.6000,7.1440,9.1233,1.3000,1.2500,blend,prior,11.0,0,2,0,1,0,1,YRFI,LOSS,3.506,2.761
2023-04-15,718562,TEX,HOU,Jon Gray,Hunter Brown,ltd,ltd,live,live,0.9900,0.4141,0.4562,0.8703,0.4188,0.5812,0.2167,PASS,NO EDGE,4,0.4188,0.5812,PASS,NO EDGE,4.0200,3.6456,1.1600,1.2215,3.7881,3.8241,2.8212,3.0225,1.2028,0.9990,9.3414,9.0593,0.3024,0.3189,0.3966,0.4232,4.3715,4.5410,,,,,,,0.3259,0.3608,0.4283,0.4860,0.1659,0.2181,3,3,0.3111,0.3704,0.3788,0.4460,0.1439,0.1727,3,3,current,current,0.6000,0.7500,0.6000,1.0000,5,4,0.5000,0.7500,0.5000,1.0000,10,4,0.5361,,,,,1,0.0000,0.0000,3.5304,3.3843,4.7378,3.1262,1.7055,0.5328,3.2670,3.4120,8.8176,9.1516,1.2032,1.1715,blend,blend,12.0,11.666666666666668,2,2,0,0,0,NRFI,PASS,2.282,4.168
2023-04-15,718564,CHC,LAD,Jameson Taillon,Michael Grove,ltd,ltd,live,live,0.9700,0.4515,0.4633,0.9147,0.4006,0.5994,0.2329,YRFI,LEAN,4,0.4006,0.5994,YRFI,LEAN,3.9825,4.2970,1.1600,1.2936,3.9340,4.4332,1.9696,3.0225,1.2910,1.3590,7.9802,8.5418,0.3116,0.3317,0.3893,0.4396,4.0890,5.1624,,,,,,,0.3329,0.3616,0.4341,0.4829,0.1580,0.2136,3,3,0.4250,0.3880,0.4681,0.5033,0.1206,0.2353,3,3,current,current,0.4000,0.4000,0.6000,0.8000,5,5,0.4000,0.3750,0.8000,0.6250,10,8,0.4720,19.2000,17.8000,238,56,0,14.4005,10.4626,5.0688,5.6765,3.1538,3.7622,0.8262,0.9604,1.9806,3.2159,8.3473,8.9162,1.3424,1.5008,blend,blend,9.0,7.333333333333334,2,2,0,0,0,NRFI,LOSS,6.056,4.193
2023-04-15,718561,COL,SEA,Ryan Feltner,George Kirby,ltd,ltd,live,live,0.9500,0.3450,0.4980,0.8430,0.4304,0.5696,0.2067,PASS,NO EDGE,4,0.4304,0.5696,PASS,NO EDGE,5.4225,3.5925,1.3700,1.2200,4.4950,3.1962,3.1831,1.8923,1.4123,0.9750,8.0643,9.1308,0.3153,0.3153,0.3994,0.3920,4.3206,4.2754,,,,,,,0.3170,0.3265,0.3980,0.4280,0.1400,0.1838,3,3,0.3084,0.3581,0.3661,0.4254,0.1161,0.1269,3,3,current,current,0.8000,0.0000,1.0000,0.4000,5,5,0.6000,0.2000,0.9000,0.4000,10,10,0.6001,,,,,1,0.0000,0.0000,6.2058,3.9076,4.6356,3.0764,1.2262,0.9320,4.8323,1.4702,8.5461,8.5967,1.5603,1.3157,blend,blend,9.666666666666668,10.333333333333332,2,2,0,0,0,NRFI,PASS,3.443,6.079
2023-04-16,718559,LAA,BOS,Reid Detmers,Garrett Whitlock,ltd,ltd,live,live,1.0500,0.3793,0.4871,0.8664,0.4205,0.5795,0.2153,PASS,NO EDGE,4,0.4205,0.5795,PASS,NO EDGE,3.8775,3.7119,1.2200,1.1003,3.7413,3.5758,3.1570,2.1725,0.9802,1.1690,8.6087,9.2576,0.2988,0.3207,0.3920,0.4094,3.8969,4.5297,,,,,,,0.3616,0.3440,0.5665,0.4293,0.2892,0.1467,2,3,0.4378,0.3743,0.5612,0.3681,0.2551,0.1042,2,3,current,current,0.2000,0.2000,0.6000,0.4000,5,5,0.4000,0.6000,0.7000,0.7000,10,10,0.4923,11.3000,9.5000,101,87,0,-5.3123,-7.8759,4.5382,4.7695,3.6533,4.6406,0.9612,1.7352,3.7363,1.7380,9.6000,9.2061,1.3083,1.2002,blend,blend,9.666666666666668,5.0,2,1,0,0,0,NRFI,PASS,4.705,4.711
2023-04-16,718555,CLE,WSH,Shane Bieber,Patrick Corbin,ltd,ltd,live,live,0.9700,0.5072,0.3331,0.8403,0.4316,0.5684,0.2058,PASS,NO EDGE,4,0.4316,0.5684,PASS,NO EDGE,3.2100,5.7825,1.0925,1.5875,3.1725,4.5675,1.9650,2.9231,0.9075,1.4974,8.9075,7.9017,0.3162,0.3107,0.3856,0.3801,4.3206,3.7839,,,,,,,0.3619,0.3138,0.4534,0.4265,0.1685,0.1713,3,3,0.3681,0.3169,0.4000,0.2959,0.1407,0.0355,3,3,current,current,0.6000,0.8000,0.8000,0.8000,5,5,0.5000,0.7000,0.7000,0.8000,10,10,0.5416,24.3000,17.7000,200,45,0,17.2464,-3.9816,2.5704,6.8643,2.4774,5.3057,0.2178,1.7389,1.9116,3.4462,7.1778,6.7168,0.9822,1.8185,blend,blend,19.0,14.0,3,3,0,1,1,YRFI,PASS,7.714,2.368
2023-04-16,718557,MIN,NYY,Pablo López,Gerrit Cole,ltd,ltd,live,live,1.0200,0.4131,0.4801,0.8932,0.4094,0.5906,0.2250,YRFI,LEAN,4,0.4094,0.5906,YRFI,LEAN,3.8625,3.6750,1.1900,1.0775,3.7250,3.6185,2.7375,2.4358,1.0875,1.4126,8.7500,10.8901,0.3171,0.3244,0.4021,0.4250,4.3093,4.9364,,,,,,,0.3424,0.3867,0.4903,0.5934,0.2257,0.3215,2,2,0.2917,0.3736,0.4182,0.5238,0.1909,0.2517,3,3,current,current,0.4000,0.0000,0.6000,0.6000,5,5,0.5000,0.3000,0.8000,0.6000,10,10,0.5203,14.9000,14.0000,132,90,0,-7.8287,-11.6065,1.8525,1.9130,2.2650,2.2975,0.5775,0.3202,2.3475,3.0721,11.1100,10.3884,0.7980,0.9642,blend,blend,20.0,19.333333333333332,3,3,0,0,0,NRFI,LOSS,1.397,1.350
2023-04-16,718556,TB,TOR,Shane McClanahan,Alek Manoah,ltd,ltd,live,live,1.0100,0.3588,0.4084,0.7672,0.4643,0.5357,0.1795,NRFI,LEAN,4,0.4643,0.5357,NRFI,LEAN,2.9550,2.7300,1.0100,1.0550,3.2531,3.3788,2.2943,2.5046,1.0721,0.8505,10.1088,8.4177,0.3098,0.3281,0.3801,0.4296,4.1398,4.7556,,,,,,,0.3613,0.3378,0.4076,0.4737,0.1261,0.1960,3,3,0.3846,0.3952,0.6230,0.5053,0.3361,0.1684,3,3,current,current,0.8000,0.6000,1.0000,0.8000,5,5,0.7000,0.7000,0.9000,0.8000,10,10,0.5161,,,,,1,0.0000,0.0000,2.0256,4.0084,2.5490,5.2152,0.3431,1.4315,3.9742,4.9952,10.7948,7.4393,1.1232,1.4361,blend,blend,17.0,14.666666666666666,3,3,3,1,4,YRFI,LOSS,4.909,1.588
2023-04-16,718554,PHI,CIN,Aaron Nola,Luis Cessa,ltd,ltd,live,live,1.0900,0.5656,0.3489,0.9145,0.4007,0.5993,0.2328,YRFI,LEAN,4,0.4007,0.5993,YRFI,LEAN,3.4875,4.4473,1.0325,1.2767,2.8774,4.6982,1.7049,3.0950,0.9256,1.4480,9.9628,7.3768,0.3171,0.3052,0.4213,0.3756,4.5975,4.0381,,,,,,,0.2569,0.2811,0.3146,0.3365,0.1148,0.1339,3,3,0.3326,0.3314,0.4066,0.4118,0.0879,0.1471,3,3,current,current,0.6000,0.2000,0.8000,0.4000,5,5,0.7000,0.5000,0.9000,0.7000,10,10,0.5303,11.4000,24.7000,262,52,0,23.9663,5.9755,5.6685,5.3663,3.2139,5.5228,1.0779,1.6467,1.7392,3.7808,9.2523,5.8012,1.3192,1.4571,blend,blend,15.333333333333334,9.0,3,2,9,0,9,YRFI,WIN,4.140,7.043
2023-04-16,718550,ARI,MIA,Zac Gallen,Sandy Alcantara,ltd,ltd,live,live,0.9500,0.3216,0.3167,0.6384,0.5282,0.4718,0.1347,NRFI,STRONG,4,0.5282,0.4718,NRFI,STRONG,2.9550,2.7600,0.9950,1.0475,3.1793,3.1910,2.4742,2.2290,0.8503,0.7733,9.2685,8.3479,0.3052,0.2960,0.3875,0.3673,4.3432,3.6879,,,,,,,0.3136,0.3522,0.3361,0.4391,0.1063,0.1537,3,3,0.4542,0.4074,0.5541,0.5570,0.1757,0.2013,3,3,current,current,0.4000,0.8000,1.0000,0.8000,5,5,0.7000,0.9000,1.0000,0.9000,10,10,0.4425,,,,,1,0.0000,0.0000,4.1068,5.0192,3.0833,3.4830,0.9694,0.5559,2.5258,2.7247,10.2788,6.0748,1.1319,1.1454,blend,blend,17.666666666666668,18.666666666666668,3,3,0,0,0,NRFI,WIN,5.786,4.585
2023-04-16,718551,ATL,KC,Kyle Wright,Zack Greinke,ltd,ltd,live,live,0.9600,0.4292,0.3916,0.8207,0.4401,0.5599,0.1987,PASS,NO EDGE,4,0.4401,0.5599,PASS,NO EDGE,3.4425,3.8100,1.1825,1.3175,3.6165,4.0155,2.7364,2.0803,1.0121,0.9898,8.7464,5.8217,0.3171,0.3070,0.4405,0.3829,4.8347,3.9929,,,,,,,0.3408,0.3190,0.4779,0.4200,0.2188,0.1710,3,3,0.4292,0.3392,0.5722,0.4295,0.2389,0.1795,3,3,current,current,0.2000,0.8000,0.6000,0.8000,5,5,0.4000,0.7000,0.7000,0.7000,10,10,0.5376,14.0000,28.8000,313,26,0,2.0090,28.7298,3.4425,3.4808,3.6165,3.9374,1.0121,1.0631,2.7364,1.8012,8.7464,5.9782,1.1825,1.3767,prior,blend,0,16.333333333333332,0,3,0,0,0,NRFI,PASS,3.306,3.622
2023-04-16,718553,BAL,CWS,Grayson Rodriguez,Dylan Cease,avg,ltd,live,live,0.9800,0.3902,0.4591,0.8493,0.4277,0.5723,0.2090,PASS,NO EDGE,3,0.4277,0.5723,PASS,NO EDGE,4.2000,2.7000,1.2500,1.1450,4.2000,3.3261,3.0000,3.6114,1.2000,0.8870,8.9000,10.5524,0.3061,0.3107,0.3920,0.3893,4.1850,4.2528,,,,,,,0.3253,0.3126,0.4208,0.4227,0.1667,0.1568,3,3,0.3640,0.3608,0.5170,0.4710,0.2500,0.1884,3,3,current,current,0.0000,0.6000,0.0000,0.8000,2,5,0.0000,0.6000,0.0000,0.9000,2,10,0.5180,4.9000,40.0000,238,72,0,37.0874,14.9843,5.1520,2.0160,3.5093,2.6184,0.7520,0.6675,3.6800,3.7720,9.5373,12.2982,1.3833,0.9169,blend,blend,9.333333333333332,16.333333333333332,2,3,0,4,4,YRFI,PASS,1.653,
2023-04-16,718548,PIT,STL,Mitch Keller,Miles Mikolas,ltd,ltd,live,live,0.9700,0.3450,0.4814,0.8264,0.4376,0.5624,0.2007,PASS,NO EDGE,4,0.4376,0.5624,PASS,NO EDGE,3.9825,3.5175,1.3625,1.0850,3.7807,3.8797,3.2972,2.0526,0.8943,1.1350,8.0835,7.3351,0.2933,0.3244,0.3682,0.4195,3.7161,4.7387,,,,,,,0.3255,0.3744,0.3981,0.4600,0.1502,0.1784,3,3,0.3371,0.3782,0.4936,0.4222,0.2244,0.1333,3,3,current,current,0.4000,0.2000,0.4000,0.6000,5,5,0.7000,0.6000,0.7000,0.8000,10,10,0.5786,8.8000,21.7000,281,57,0,18.6005,11.1763,3.6882,6.6608,4.0597,4.6727,1.3423,1.9243,3.8472,1.9558,10.2912,8.5296,1.3197,1.6096,blend,blend,17.666666666666668,14.333333333333334,3,3,1,1,2,YRFI,PASS,10.047,3.566
2023-04-16,718546,NYM,OAK,José Buttó,JP Sears,avg,ltd,live,live,0.9300,0.4476,0.3867,0.8343,0.4342,0.5658,0.2036,PASS,NO EDGE,3,0.4342,0.5658,PASS,NO EDGE,4.2000,4.0018,1.2500,1.2705,4.2000,4.1500,3.0000,2.9750,1.2000,1.1000,8.9000,7.5333,0.3308,0.2841,0.4122,0.3518,4.7387,3.5862,,,,,,,0.3511,0.2957,0.4487,0.3191,0.1712,0.0943,3,3,0.4098,0.3547,0.4483,0.4094,0.1793,0.1417,3,3,current,current,0.0000,0.8000,0.0000,0.8000,1,5,0.0000,0.6000,0.0000,0.8000,1,10,0.4749,12.8000,22.2000,262,73,0,19.9532,9.7318,4.2000,4.6145,4.2000,4.8240,1.2000,1.7547,3.0000,2.5447,8.9000,7.8604,1.2500,1.2992,prior,blend,0,9.666666666666668,0,2,0,0,0,NRFI,PASS,5.633,
