rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,HOU,WSH,1.2076,YRFI,STRONG,STRONG YRFI,32.2,67.8,822712,1,N,6:45 PM ET
2,COL,LAD,1.2411,YRFI,STRONG,STRONG YRFI,36.2,63.8,823930,1,N,10:10 PM ET
3,NYM,ATL,1.0330,NRFI,LEAN,LEAN NRFI,55.1,44.9,824900,1,N,7:15 PM ET
4,ARI,SD,1.0124,PASS,NO EDGE,PASS,47.9,52.0,823282,1,N,9:40 PM ET
5,MIL,STL,0.9624,PASS,NO EDGE,PASS,44.9,55.1,823036,1,N,7:45 PM ET
6,TOR,SF,0.8527,NRFI,LEAN,LEAN NRFI,56.9,43.1,823205,1,N,9:45 PM ET
7,NYY,TB,0.8472,YRFI,STRONG,STRONG YRFI,40.6,59.4,822958,1,N,6:40 PM ET
8,PHI,KC,0.7584,NRFI,LEAN,LEAN NRFI,54.9,45.1,824089,1,N,2:10 PM ET
