date,game_pk,away_fi_xwoba,home_fi_xwoba,away_fi_k,home_fi_k,away_fi_bb,home_fi_bb,away_fi_csw,home_fi_csw,away_fi_pa,home_fi_pa,away_fi_velo,home_fi_velo
2024-09-03,745944,0.3133,0.3142,0.2382,0.2675,0.0915,0.0970,0.2762,0.2941,24,112,-0.062,0.502
2024-09-03,746020,0.3320,0.3103,0.2127,0.2578,0.0729,0.0689,0.2738,0.2908,114,37,0.168,0.202
2024-09-03,746185,0.3422,0.2741,0.1983,0.2642,0.1266,0.0914,0.2570,0.2891,56,46,0.547,0.519
2024-09-03,746264,0.2914,0.3024,0.2722,0.2396,0.0810,0.0999,0.2908,0.2867,109,107,1.011,0.550
2024-09-03,746834,0.2809,0.3185,0.3047,0.2314,0.0679,0.0872,0.3195,0.2990,68,74,0.519,0.114
2024-09-03,746991,0.3071,0.3372,0.2414,0.2054,0.1229,0.1311,0.2769,0.2727,27,52,0.363,0.307
2024-09-03,747079,0.3285,0.2982,0.2050,0.2765,0.0712,0.0923,0.2681,0.3206,62,110,0.171,0.034
2024-09-04,744887,0.3306,0.3136,0.1964,0.3087,0.0471,0.0817,0.2894,0.3022,103,34,-0.067,0.352
2024-09-04,744964,0.3431,0.3288,0.1862,0.2265,0.0912,0.0860,0.2719,0.2975,112,99,0.182,0.345
2024-09-04,745045,,,,,,,,,,,,
2024-09-04,745290,0.3194,0.2828,0.2424,0.2576,0.1160,0.0958,0.2938,0.2805,101,41,0.728,0.316
2024-09-04,745370,0.3424,0.2776,0.1820,0.2355,0.0880,0.0753,0.2606,0.2894,50,42,0.028,0.305
2024-09-04,745614,0.3238,0.3194,0.2569,0.1830,0.0911,0.1239,0.3005,0.2779,123,115,0.580,0.393
2024-09-04,745776,0.2796,0.3153,0.2230,0.2456,0.0764,0.1153,0.3046,0.2748,106,50,-0.221,-0.135
2024-09-04,745938,0.3034,0.3255,0.2876,0.1762,0.0792,0.0797,0.3117,0.2819,100,99,0.328,0.381
2024-09-04,746019,0.3249,0.3219,0.2723,0.2153,0.1260,0.0826,0.2762,0.2914,120,33,0.061,0.007
2024-09-04,746178,0.3353,0.3767,0.2598,0.1819,0.0835,0.0892,0.2822,0.2741,44,127,0.323,0.335
2024-09-04,746262,0.2869,0.2998,0.2181,0.2070,0.0877,0.1016,0.2785,0.2887,96,114,-0.059,0.385
2024-09-04,746666,0.3003,0.3169,0.2850,0.2097,0.1071,0.0731,0.2991,0.2893,105,45,0.639,0.197
2024-09-04,746835,0.3191,0.2946,0.2464,0.2969,0.1181,0.0947,0.2914,0.3059,5,95,,0.266
2024-09-04,746990,0.3214,0.3070,0.1771,0.2175,0.0975,0.0846,0.2612,0.2625,70,78,-0.159,0.335
2024-09-04,747075,0.3105,0.3247,0.2371,0.2867,0.0879,0.1268,0.2818,0.3017,16,111,0.152,0.738
2024-09-05,744966,0.3283,0.3222,0.2043,0.2313,0.0988,0.0705,0.2793,0.3031,28,35,0.450,0.068
2024-09-05,745042,0.2987,0.3271,0.2425,0.3054,0.0633,0.0534,0.2945,0.2980,109,84,0.238,0.534
2024-09-05,745289,0.3833,0.3047,0.2266,0.2925,0.0897,0.0788,0.2886,0.3191,37,63,0.434,-0.053
2024-09-05,745369,0.3737,0.3240,0.1723,0.2306,0.0876,0.1263,0.2736,0.2870,85,96,-0.209,0.042
2024-09-05,745451,0.3099,0.3496,0.2374,0.2186,0.0867,0.0794,0.2948,0.2713,121,100,0.854,-0.094
2024-09-05,745612,0.2832,0.3152,0.2538,0.2376,0.0611,0.0888,0.3045,0.2602,66,83,0.203,0.393
2024-09-05,746021,0.2982,0.3197,0.2647,0.2080,0.0841,0.1208,0.2972,0.2572,91,12,0.113,0.155
2024-09-05,746664,0.3116,0.3203,0.2539,0.2150,0.0957,0.1184,0.2951,0.2814,125,5,0.627,
2024-09-05,747073,0.3796,0.2849,0.1967,0.2876,0.0888,0.0770,0.2605,0.3006,128,79,-0.081,-0.350
2024-09-06,744967,0.3498,0.3173,0.2107,0.2375,0.1365,0.1063,0.2680,0.2848,11,3,,
2024-09-06,745131,0.2919,0.3048,0.2720,0.2526,0.0929,0.0902,0.2895,0.2782,109,114,0.327,0.087
2024-09-06,745371,0.3055,0.2704,0.2626,0.3310,0.0749,0.0963,0.2741,0.3421,16,103,0.178,0.578
2024-09-06,745455,0.3231,0.3789,0.2140,0.2052,0.1246,0.1280,0.2803,0.2630,66,47,-0.114,0.107
2024-09-06,745611,0.2702,0.3283,0.2405,0.2479,0.0660,0.0758,0.3015,0.2949,102,81,-0.113,0.090
2024-09-06,745777,0.3096,0.3027,0.2494,0.2588,0.0837,0.1186,0.2794,0.2987,8,106,0.202,0.502
2024-09-06,745941,0.3680,0.3189,0.2009,0.2273,0.0988,0.1359,0.2745,0.2722,109,107,-0.015,0.162
2024-09-06,746016,0.2854,,0.2863,,0.0530,,0.2991,,104,,0.946,
2024-09-06,746104,0.3083,0.3267,0.2363,0.2522,0.0749,0.0810,0.2966,0.2738,16,35,0.337,-0.137
2024-09-06,746257,0.3351,0.2820,0.2405,0.2922,0.0927,0.0918,0.2868,0.3096,23,111,-0.014,0.645
2024-09-06,746343,0.3122,0.2852,0.2680,0.2529,0.0652,0.0803,0.3218,0.3104,104,98,0.417,0.127
2024-09-06,746832,0.2996,0.3153,0.2296,0.2495,0.1534,0.0988,0.2753,0.2715,101,28,-0.044,0.135
2024-09-06,746912,0.3158,0.2882,0.2936,0.2894,0.0905,0.0600,0.3034,0.2924,25,85,-0.100,0.313
2024-09-06,746993,0.3401,0.2956,0.2229,0.2161,0.1232,0.0798,0.2669,0.2907,43,74,0.218,-0.032
2024-09-06,747074,0.3636,0.3312,0.2067,0.2166,0.0902,0.1006,0.2771,0.2867,114,106,-0.090,0.421
2024-09-07,744963,0.3274,0.3251,0.2176,0.2190,0.1101,0.1184,0.3015,0.2656,119,22,-0.145,0.274
2024-09-07,745125,0.2767,0.3546,0.3004,0.2207,0.0718,0.1088,0.3038,0.2939,103,112,1.090,0.391
2024-09-07,745372,0.3147,0.3218,0.2429,0.2987,0.0702,0.0799,0.2852,0.3020,121,124,0.489,-0.359
2024-09-07,745456,0.3214,0.3055,0.2498,0.2351,0.0935,0.1042,0.2777,0.3014,108,110,0.202,0.237
2024-09-07,745613,0.3157,,0.2374,,0.0906,,0.2907,,3,,,
2024-09-07,745775,0.3077,0.3565,0.2115,0.1919,0.0865,0.1283,0.2882,0.2576,6,117,-0.126,0.564
2024-09-07,745942,0.3691,0.3428,0.1677,0.2358,0.0984,0.0882,0.2800,0.2831,59,84,0.428,-0.179
2024-09-07,746018,0.2842,0.3487,0.2337,0.2301,0.0743,0.1186,0.2908,0.2788,111,5,0.591,
2024-09-07,746099,0.3005,0.3114,0.2586,0.2337,0.0956,0.1048,0.2820,0.2924,52,4,0.815,
2024-09-07,746259,0.3500,0.3494,0.1974,0.2315,0.0913,0.0842,0.2713,0.2899,112,91,0.384,0.217
2024-09-07,746344,0.3052,0.3142,0.2174,0.2740,0.0860,0.0844,0.2716,0.3088,18,126,0.421,0.217
2024-09-07,746829,0.3267,0.3369,0.2472,0.2140,0.1020,0.0935,0.3168,0.2729,45,108,0.399,0.357
2024-09-07,746911,0.2621,0.3155,0.3414,0.1851,0.0541,0.0783,0.3129,0.2867,101,64,0.077,0.078
2024-09-07,746986,0.3177,0.3008,0.2220,0.2193,0.0896,0.0470,0.2934,0.2969,93,104,-0.031,0.159
2024-09-07,747076,0.3429,0.2949,0.2314,0.2476,0.0887,0.0885,0.2948,0.2834,117,61,0.212,0.317
2024-09-08,744965,0.3061,0.3481,0.2372,0.2054,0.0906,0.1126,0.2881,0.2871,3,115,,0.202
2024-09-08,745128,0.3190,0.3167,0.2554,0.1963,0.0495,0.0826,0.2945,0.2757,116,118,-0.007,0.017
2024-09-08,745368,0.3171,0.3692,0.2372,0.2244,0.0906,0.1295,0.2900,0.3091,3,69,,0.250
2024-09-08,745453,0.3310,0.3117,0.2144,0.2459,0.0718,0.1098,0.2753,0.3025,117,74,0.150,1.031
2024-09-08,745616,0.3460,0.3143,0.2173,0.2601,0.1060,0.0827,0.2646,0.2942,41,9,-0.049,-0.073
2024-09-08,745774,0.3338,0.2720,0.2071,0.2696,0.0741,0.0780,0.2857,0.2914,17,103,0.300,-0.267
2024-09-08,745940,0.3244,0.3090,0.2076,0.2469,0.0697,0.1051,0.2718,0.2845,65,118,0.173,-0.324
2024-09-08,746017,,0.3258,,0.2373,,0.1287,,0.2857,,62,,-0.311
2024-09-08,746098,0.2966,0.3096,0.2640,0.2825,0.0845,0.0507,0.2892,0.3242,114,92,0.941,0.283
2024-09-08,746258,0.2889,0.2788,0.2528,0.2233,0.1121,0.0704,0.2738,0.2751,98,92,-0.050,0.125
2024-09-08,746345,0.2984,0.3146,0.2349,0.2180,0.0700,0.1236,0.2764,0.2694,93,59,0.591,-0.254
2024-09-08,746827,0.3213,0.2952,0.1942,0.2299,0.0948,0.0639,0.2643,0.2924,53,92,0.144,0.068
2024-09-08,746910,0.3277,,0.1997,,0.0840,,0.2573,,115,,0.624,
2024-09-08,746989,0.3326,0.2961,0.2511,0.2483,0.0860,0.0718,0.2918,0.2881,111,117,0.561,0.006
2024-09-08,747072,0.2980,0.2958,0.2259,0.2755,0.1365,0.0903,0.2927,0.3197,77,114,0.033,0.046
2024-09-09,744888,0.3151,0.3187,0.2471,0.2449,0.1124,0.1030,0.2773,0.2862,53,5,-0.114,-0.014
2024-09-09,745454,0.3198,0.2874,0.2053,0.2979,0.0896,0.0798,0.2856,0.3122,37,74,0.066,0.563
2024-09-09,745534,0.3156,0.3343,0.2331,0.1889,0.0890,0.0455,0.2862,0.2873,4,109,0.256,-0.102
2024-09-09,745698,0.3041,0.3456,0.2393,0.2537,0.1035,0.0701,0.2863,0.2898,111,121,0.560,-0.307
2024-09-09,745860,0.2780,0.2857,0.2629,0.2757,0.0972,0.0712,0.2866,0.2998,50,34,0.492,-0.054
2024-09-09,746101,0.3185,0.3388,0.2257,0.2059,0.0854,0.1297,0.3000,0.2585,77,61,0.119,0.530
2024-09-09,746746,0.3591,0.3321,0.2141,0.1960,0.0721,0.0802,0.2851,0.2710,19,11,0.151,0.128
2024-09-09,746909,0.3402,0.3258,0.2062,0.2382,0.1267,0.1119,0.2760,0.3003,56,116,0.300,0.011
2024-09-10,744807,0.2856,0.3256,0.2881,0.2727,0.0754,0.1241,0.3022,0.2748,82,123,-0.382,0.061
2024-09-10,744886,0.3035,0.3420,0.2633,0.2235,0.1096,0.1130,0.3056,0.2928,65,132,0.439,0.174
2024-09-10,745126,0.3322,0.2979,0.2016,0.1833,0.1262,0.1176,0.2724,0.2532,9,65,0.247,-0.205
2024-09-10,745210,0.2762,0.3226,0.2421,0.2601,0.0720,0.0889,0.2902,0.3015,47,128,0.337,0.567
2024-09-10,745291,0.3214,,0.2579,,0.0938,,0.2922,,118,,0.509,
2024-09-10,745446,0.3292,0.3099,0.2168,0.2209,0.1372,0.0792,0.2612,0.2783,18,12,0.260,0.265
2024-09-10,745535,0.3212,0.2971,0.3123,0.2591,0.0524,0.0825,0.2985,0.2972,87,94,0.596,0.106
2024-09-10,745694,0.3006,0.3460,0.2029,0.1793,0.1057,0.0938,0.2888,0.2696,117,118,0.398,0.178
2024-09-10,745856,0.3714,0.2972,0.1837,0.2436,0.0879,0.0622,0.2742,0.2934,130,112,0.342,0.210
2024-09-10,746097,0.2919,0.3053,0.2906,0.3001,0.0931,0.0952,0.3053,0.3080,98,63,0.294,0.231
2024-09-10,746346,0.3149,0.3204,0.1849,0.2665,0.1219,0.1176,0.2758,0.2955,118,116,0.413,0.645
2024-09-10,746428,0.3543,0.3419,0.2132,0.1746,0.1036,0.0939,0.2739,0.2593,24,54,0.230,0.022
2024-09-10,746747,0.2881,0.3299,0.2182,0.1709,0.0857,0.0948,0.2779,0.2565,100,74,-0.082,-0.220
2024-09-10,746907,0.3123,0.3239,0.2106,0.2495,0.0824,0.0665,0.2595,0.2856,82,116,0.292,0.030
2024-09-10,747152,0.3290,0.3169,0.2203,0.2433,0.0841,0.1141,0.2985,0.2943,103,104,0.321,0.709
2024-09-11,744804,0.3298,0.3109,0.2230,0.2373,0.1041,0.0848,0.2880,0.2953,110,125,0.361,0.852
2024-09-11,744881,0.2986,0.3332,0.2598,0.2990,0.1165,0.0869,0.2964,0.2948,109,40,0.487,0.294
2024-09-11,745127,0.3146,0.3439,0.2207,0.2428,0.0904,0.0901,0.2827,0.2697,3,92,,0.315
2024-09-11,745214,0.2668,0.2873,0.3307,0.2551,0.0945,0.0596,0.3414,0.3070,106,69,0.583,0.188
2024-09-11,745285,0.3340,0.3087,0.1671,0.2893,0.0940,0.0893,0.2762,0.3200,107,71,0.387,-0.023
2024-09-11,745450,,0.3600,,0.2163,,0.0765,,0.2722,,106,,-0.089
2024-09-11,745525,0.3336,0.2827,0.2255,0.2868,0.1198,0.0521,0.2666,0.3005,46,107,0.230,0.948
2024-09-11,745697,0.2880,0.2988,0.2835,0.2237,0.0892,0.1557,0.3064,0.2734,116,105,0.605,-0.096
2024-09-11,745857,0.3537,0.3354,0.1884,0.2431,0.0915,0.0895,0.2791,0.2922,35,26,0.546,-0.024
2024-09-11,746100,0.3210,0.3526,0.2543,0.2670,0.1138,0.0955,0.2750,0.2837,34,52,0.238,0.359
2024-09-11,746342,0.3280,0.3088,0.2275,0.2535,0.0919,0.0936,0.2519,0.2976,89,129,0.402,0.618
2024-09-11,746425,0.3187,0.3803,0.2381,0.1671,0.1054,0.0852,0.2864,0.2745,32,89,-0.116,-0.194
2024-09-11,746745,0.3210,0.3299,0.2334,0.2878,0.0827,0.0966,0.2966,0.3036,21,30,0.473,-0.105
2024-09-11,746908,0.2960,0.2903,0.2183,0.2927,0.0854,0.0713,0.2959,0.2887,77,90,-0.047,0.326
2024-09-11,747154,0.3208,0.3882,0.2313,0.2190,0.0676,0.0869,0.3025,0.2857,39,40,0.095,0.369
2024-09-12,744805,0.3515,0.3260,0.2239,0.2523,0.1083,0.0959,0.2732,0.2761,11,114,0.266,0.195
2024-09-12,745129,0.3194,0.3001,0.2159,0.2877,0.0824,0.0778,0.2928,0.3135,9,103,-0.222,0.331
2024-09-12,745208,,0.2939,,0.2695,,0.0959,,0.2916,,114,,0.352
2024-09-12,745288,0.3203,0.2916,0.2275,0.2607,0.1385,0.1092,0.2710,0.2808,111,47,0.157,0.279
2024-09-12,745695,0.3272,0.2953,0.1775,0.2680,0.0751,0.0668,0.2832,0.2853,69,115,0.079,0.291
2024-09-12,746337,0.3261,0.2869,0.2562,0.2463,0.0742,0.0845,0.2992,0.3055,84,102,0.086,0.147
2024-09-12,746427,0.3682,0.2696,0.2017,0.2357,0.1022,0.0648,0.2757,0.2976,113,105,-0.018,-0.110
2024-09-12,746591,0.3143,0.3087,0.2237,0.2428,0.0877,0.1150,0.2946,0.2728,96,59,-0.031,0.835
2024-09-13,744800,0.3222,0.3227,0.2312,0.2069,0.1254,0.1283,0.2849,0.2781,65,70,-0.336,-0.113
2024-09-13,744882,0.3075,0.3629,0.2466,0.2017,0.0881,0.0881,0.2773,0.2753,118,118,0.076,-0.092
2024-09-13,745207,,0.3194,,0.2464,,0.0997,,0.2786,,37,,0.434
2024-09-13,745286,0.3297,0.3248,0.2920,0.2348,0.0781,0.0731,0.2986,0.2841,128,127,-0.335,0.490
2024-09-13,745447,0.3484,0.3784,0.2365,0.1973,0.0877,0.1322,0.2932,0.2626,96,51,0.227,0.128
2024-09-13,745529,0.3516,0.2947,0.1883,0.2267,0.1260,0.0720,0.2551,0.2916,120,116,0.558,0.593
2024-09-13,745696,0.3164,0.3247,0.2206,0.2468,0.0901,0.1071,0.2779,0.3146,3,49,,0.444
2024-09-13,745855,0.3289,0.3517,0.1987,0.1983,0.0709,0.0947,0.2833,0.2737,20,116,0.321,0.388
2024-09-13,746181,0.3104,0.3368,0.2784,0.2284,0.0825,0.1308,0.3140,0.2742,130,14,0.216,0.334
2024-09-13,746423,0.3146,0.3440,0.2196,0.2255,0.0457,0.1196,0.2968,0.2641,108,46,0.177,-0.066
2024-09-13,746509,0.3357,0.3815,0.2133,0.1902,0.0964,0.0860,0.2722,0.2594,113,134,0.352,-0.086
2024-09-13,746586,0.3269,0.2978,0.2551,0.2593,0.0834,0.0829,0.2936,0.2887,116,117,0.555,0.970
2024-09-13,746744,0.3203,0.2845,0.2328,0.3367,0.0887,0.0513,0.2781,0.3095,4,109,0.015,0.055
2024-09-13,747069,0.3311,0.2936,0.2439,0.2411,0.0783,0.0861,0.2699,0.2827,38,64,-0.057,0.340
2024-09-13,747153,0.3053,0.3025,0.2412,0.2183,0.1026,0.0814,0.2820,0.2720,122,22,-0.299,0.343
2024-09-14,744803,0.3302,0.3410,0.1933,0.2103,0.0940,0.0686,0.2813,0.2761,43,125,0.242,0.148
2024-09-14,744884,0.3537,0.3422,0.2298,0.2357,0.1106,0.0917,0.2959,0.2949,118,122,0.373,0.211
2024-09-14,745209,0.2954,0.2727,0.2237,0.3067,0.0864,0.0704,0.2948,0.3071,29,106,0.043,1.099
2024-09-14,745284,0.3628,0.3151,0.2266,0.2398,0.1264,0.0805,0.3131,0.2605,72,23,0.277,0.329
2024-09-14,745448,0.2915,0.2996,0.2223,0.2466,0.0744,0.1016,0.2728,0.3069,97,114,0.184,0.252
2024-09-14,745528,0.2693,0.3115,0.2705,0.2042,0.0764,0.0779,0.2933,0.2716,106,13,-0.262,0.050
2024-09-14,745689,0.3382,0.3253,0.2399,0.1909,0.1130,0.0974,0.3002,0.2639,123,60,0.034,0.112
2024-09-14,745858,0.3095,0.2897,0.2204,0.2463,0.0769,0.1153,0.2927,0.2687,53,102,0.276,-0.049
2024-09-14,746177,0.3126,0.3246,0.2106,0.2138,0.1275,0.1082,0.2682,0.2997,63,122,-0.256,-0.163
2024-09-14,746422,0.2995,0.3394,0.2439,0.2285,0.0705,0.1164,0.2876,0.2660,120,49,0.005,-0.020
2024-09-14,746508,0.2967,0.3281,0.2302,0.1978,0.0621,0.0663,0.2947,0.2642,96,71,0.076,0.190
2024-09-14,746584,0.3309,0.3475,0.2179,0.2184,0.0779,0.0693,0.2883,0.2885,13,22,-0.401,0.081
2024-09-14,746740,0.3101,0.3322,0.2727,0.1961,0.0779,0.0825,0.2953,0.2537,13,118,-0.071,0.606
2024-09-14,747070,0.3054,0.2938,0.2768,0.2691,0.0496,0.0937,0.3200,0.3171,95,118,0.292,0.036
2024-09-14,747148,0.3392,0.3133,0.2358,0.2716,0.0857,0.0691,0.2823,0.3179,88,109,-0.169,0.412
2024-09-15,744801,0.3371,0.3250,0.2013,0.2737,0.1393,0.1221,0.2646,0.2742,24,126,0.278,0.099
2024-09-15,744883,0.3237,0.2938,0.1974,0.2351,0.0786,0.1336,0.2774,0.2941,127,80,0.025,0.037
2024-09-15,745206,0.3443,0.3213,0.2074,0.2599,0.1107,0.0870,0.2894,0.3035,118,132,0.180,0.566
2024-09-15,745287,0.3245,0.3352,0.2292,0.2107,0.1286,0.0864,0.2858,0.2877,101,6,0.056,
2024-09-15,745449,0.3077,0.3167,0.2381,0.2457,0.1063,0.1066,0.2830,0.3066,116,78,0.561,1.034
2024-09-15,745530,0.3060,0.3295,0.2551,0.1902,0.1140,0.0445,0.3054,0.2865,69,113,0.411,-0.097
2024-09-15,745693,0.3204,0.3429,0.2439,0.2615,0.0650,0.0733,0.2843,0.2928,120,127,0.074,-0.295
2024-09-15,745852,0.3388,0.3000,0.2042,0.2617,0.1192,0.0778,0.2757,0.2942,13,39,0.214,-0.025
2024-09-15,746180,0.3493,0.3356,0.2018,0.2306,0.1255,0.0827,0.2776,0.2881,113,9,-0.132,0.303
2024-09-15,746419,0.3420,0.3410,0.2059,0.1787,0.1215,0.0915,0.2756,0.2625,61,57,0.296,0.061
2024-09-15,746506,0.3166,0.3184,0.2192,0.2163,0.0830,0.1067,0.2976,0.2772,81,106,0.121,0.188
2024-09-15,746585,0.3293,0.2839,0.3107,0.2142,0.0510,0.0841,0.2984,0.2773,91,103,0.583,-0.092
2024-09-15,746741,0.3132,,0.1808,,0.1193,,0.2743,,122,,0.392,
2024-09-15,747071,0.3541,0.3243,0.2024,0.2844,0.1227,0.1213,0.2567,0.3013,68,119,0.515,0.788
2024-09-15,747151,0.3362,0.3174,0.2434,0.2480,0.1189,0.1166,0.3074,0.2969,30,109,-0.046,0.725
2024-09-16,745130,0.2852,0.2941,0.2986,0.1854,0.0782,0.1218,0.3146,0.2557,77,69,0.560,-0.190
2024-09-16,745367,0.3173,0.2785,0.2592,0.2334,0.1144,0.0695,0.2950,0.2898,121,51,0.724,0.331
2024-09-16,745773,0.3098,0.2976,0.2389,0.2596,0.0836,0.1197,0.2961,0.2922,128,113,0.852,0.442
2024-09-16,745939,0.2979,0.3214,0.2589,0.2563,0.0804,0.0968,0.2949,0.2955,98,123,0.118,0.494
2024-09-16,746179,0.3351,0.2777,0.1733,0.2559,0.0921,0.0948,0.2588,0.2880,78,53,-0.252,0.464
2024-09-16,746260,0.2959,0.2970,0.2762,0.2095,0.0978,0.1034,0.3102,0.2892,70,121,0.310,0.397
2024-09-16,746502,0.3798,,0.2224,,0.0846,,0.2910,,43,,0.356,
2024-09-16,746588,0.3010,0.3118,0.2381,0.2578,0.0665,0.0789,0.2904,0.3116,116,25,0.205,0.494
2024-09-16,746828,0.3215,0.2871,0.2297,0.2852,0.0902,0.0914,0.2540,0.3051,92,101,0.381,0.284
2024-09-16,747067,0.2981,0.3308,0.3168,0.2191,0.0929,0.1024,0.3129,0.2872,66,113,0.250,0.354
2024-09-17,744961,0.3480,0.3417,0.2218,0.2257,0.1096,0.0816,0.2916,0.2986,138,108,0.221,0.324
2024-09-17,745044,0.2909,0.3264,0.2982,0.2335,0.0760,0.1145,0.2911,0.2670,94,51,0.309,0.206
2024-09-17,745122,0.3536,0.3450,0.2303,0.2446,0.0752,0.0884,0.2773,0.2675,109,95,-0.079,0.284
2024-09-17,745205,0.3023,0.2868,0.2217,0.2494,0.1620,0.0584,0.2717,0.3081,111,72,-0.091,0.163
2024-09-17,745366,0.3101,0.2620,0.2548,0.3368,0.0922,0.0930,0.2994,0.3451,132,109,0.611,0.588
2024-09-17,745772,0.3203,0.3176,0.2580,0.2430,0.0939,0.1236,0.2773,0.2724,118,59,0.203,-0.094
2024-09-17,745935,0.2785,0.3188,0.2861,0.2237,0.0509,0.1363,0.2997,0.2714,111,114,0.951,0.148
2024-09-17,746015,0.3662,0.3641,0.2514,0.2041,0.1068,0.1117,0.2772,0.2598,59,18,0.414,0.253
2024-09-17,746176,0.3324,0.3687,0.2804,0.1861,0.0907,0.0866,0.2998,0.2754,36,133,-0.156,0.347
2024-09-17,746261,0.3764,0.2832,0.1705,0.2900,0.0836,0.0878,0.2733,0.3066,92,119,-0.177,0.599
2024-09-17,746503,0.3114,0.3675,0.1952,0.2041,0.0749,0.1006,0.2721,0.2751,83,116,0.079,-0.015
2024-09-17,746587,0.3414,0.3175,0.2357,0.2413,0.0936,0.1106,0.2889,0.2778,33,64,0.012,0.793
2024-09-17,746659,0.2889,0.3210,0.2827,0.2077,0.0772,0.1001,0.3048,0.2868,14,7,-0.048,-0.196
2024-09-17,746830,0.3253,0.3508,0.2562,0.2419,0.0724,0.1040,0.3004,0.2706,88,43,0.062,0.251
2024-09-17,746987,0.3044,0.3087,0.2904,0.2186,0.0874,0.0870,0.3210,0.2629,74,86,-0.015,0.251
2024-09-18,744959,0.3233,0.3332,0.3001,0.2277,0.0846,0.0640,0.2983,0.3044,43,45,0.361,0.095
2024-09-18,745040,0.2892,0.3167,0.2191,0.2216,0.0793,0.0847,0.3000,0.2937,113,102,-0.196,-0.062
2024-09-18,745121,0.3707,0.2995,0.1946,0.2946,0.0947,0.0766,0.2731,0.3145,32,106,0.456,0.361
2024-09-18,745199,0.2913,0.2934,0.2748,0.2650,0.0658,0.0944,0.2879,0.2921,118,117,0.273,0.351
2024-09-18,745365,0.2855,0.3274,0.2450,0.2897,0.0881,0.0814,0.3061,0.3016,107,133,0.169,-0.343
2024-09-18,745771,0.3227,0.3550,0.2173,0.1843,0.1257,0.1235,0.2805,0.2528,73,124,-0.091,0.546
2024-09-18,745933,0.2953,0.3081,0.2260,0.2389,0.0813,0.1102,0.2893,0.2777,121,128,0.587,-0.259
2024-09-18,746014,0.3432,0.2851,0.2395,0.2515,0.0742,0.0815,0.2713,0.2970,44,47,-0.042,-0.027
2024-09-18,746172,0.3330,0.3664,0.2066,0.1791,0.0742,0.0872,0.2805,0.2758,17,40,0.196,0.531
2024-09-18,746254,0.2689,0.3467,0.2316,0.2494,0.0638,0.0857,0.2922,0.2986,108,100,-0.115,0.226
2024-09-18,746500,0.3034,0.3825,0.2288,0.1936,0.0887,0.0881,0.2731,0.2634,27,141,0.306,-0.132
2024-09-18,746582,0.3511,0.2973,0.2006,0.2550,0.0934,0.0818,0.2759,0.2881,119,120,0.395,0.992
2024-09-18,746662,0.2904,0.3172,0.2415,0.2070,0.0915,0.0794,0.2843,0.2904,68,12,0.359,-0.283
2024-09-18,746831,0.3087,0.2913,0.2305,0.2823,0.0828,0.1100,0.2813,0.2983,9,92,0.019,0.243
2024-09-18,746988,0.2905,0.2900,0.2628,0.2208,0.1065,0.0837,0.2815,0.2987,50,80,0.277,-0.015
2024-09-19,744962,0.3648,0.3111,0.1996,0.2451,0.0849,0.0879,0.2743,0.2915,125,5,-0.065,
2024-09-19,745041,0.3342,0.3235,0.2416,0.2552,0.1114,0.0817,0.3024,0.2964,126,120,-0.008,0.563
2024-09-19,745120,0.3754,0.3064,0.1994,0.2483,0.1366,0.0868,0.2633,0.2794,55,121,0.152,0.092
2024-09-19,745204,0.3229,0.2684,0.2472,0.2996,0.1037,0.0689,0.3188,0.3043,53,110,0.478,1.088
2024-09-19,745769,0.3192,0.2642,0.2226,0.2836,0.0885,0.0752,0.2701,0.2983,61,109,0.345,-0.268
2024-09-19,745937,0.3218,0.3411,0.2625,0.2314,0.0726,0.0842,0.3169,0.2821,115,91,0.452,-0.199
2024-09-19,746011,0.3056,0.3184,0.2791,0.2438,0.0541,0.1276,0.3252,0.2831,101,71,0.293,-0.361
2024-09-19,746341,0.3274,0.3044,0.2334,0.2832,0.1049,0.0810,0.2880,0.3144,4,134,-0.161,0.218
2024-09-19,746579,0.2909,0.3372,0.2466,0.2228,0.1188,0.0672,0.2700,0.2914,106,25,-0.066,0.045
2024-09-19,746663,0.2984,0.3233,0.2648,0.2040,0.0979,0.0688,0.3154,0.2807,121,23,0.070,0.306
2024-09-19,746823,0.3381,0.3335,0.2124,0.2155,0.0676,0.0950,0.2752,0.2723,128,116,0.138,0.383
2024-09-19,746985,0.3334,0.3225,0.2316,0.2147,0.0707,0.0448,0.2819,0.2952,134,112,0.501,0.175
2024-09-20,744960,0.3169,0.3064,0.2561,0.2491,0.0857,0.0893,0.3024,0.2980,135,4,0.568,
2024-09-20,745043,0.3412,0.3255,0.2375,0.2494,0.0904,0.0877,0.2975,0.3062,125,28,0.223,-0.327
2024-09-20,745123,0.2830,0.3483,0.2080,0.2262,0.0816,0.1089,0.2788,0.2956,108,121,-0.094,0.396
2024-09-20,745364,0.2879,0.3608,0.3369,0.2292,0.0507,0.1312,0.3103,0.3128,112,75,0.083,0.280
2024-09-20,745606,0.3266,0.3152,0.1865,0.2685,0.1034,0.0733,0.2641,0.2952,63,18,0.063,0.010
2024-09-20,745770,0.3240,0.3089,0.2031,0.2496,0.0436,0.1115,0.2889,0.2996,117,72,-0.092,0.412
2024-09-20,745934,0.3164,0.3357,0.2525,0.1606,0.1248,0.0961,0.2978,0.2744,114,114,0.734,0.380
