date,game_pk,away_xi_yday,home_xi_yday,away_consec,home_consec,away_g7,home_g7
2024-04-01,746817,0,0,0,0,0,0
2024-04-01,746170,0,0,0,0,0,0
2024-04-01,747218,0,0,0,0,0,0
2024-04-01,745437,0,0,0,0,0,0
2024-04-01,745277,0,0,0,0,0,0
2024-04-01,746409,0,0,0,0,0,0
2024-04-01,745842,0,0,0,0,0,0
2024-04-01,745675,0,0,0,0,0,0
2024-04-01,746085,0,0,0,0,0,0
2024-04-01,745600,0,0,0,0,0,0
2024-04-01,747058,0,0,0,0,0,0
2024-04-01,744875,0,0,0,0,0,0
2024-04-01,746899,0,0,0,0,0,0
2024-04-01,745109,0,0,0,0,0,0
2024-04-02,745680,0,0,1,1,1,1
2024-04-02,745844,1,1,1,1,1,1
2024-04-02,747220,0,0,1,1,1,1
2024-04-02,745439,0,0,1,1,1,1
2024-04-02,745273,0,0,1,1,1,1
2024-04-02,746411,0,0,1,1,1,1
2024-04-02,746169,0,0,1,1,1,1
2024-04-02,746898,0,0,1,1,1,1
2024-04-02,745111,0,0,1,1,1,1
2024-04-02,746086,0,0,1,1,1,1
2024-04-02,745598,1,1,1,1,1,1
2024-04-02,747057,0,0,1,1,1,1
2024-04-02,746009,0,0,0,0,0,0
2024-04-02,746814,0,0,1,1,1,1
2024-04-03,745843,1,1,2,2,2,2
2024-04-03,746816,0,0,2,2,2,2
2024-04-03,746163,0,0,2,2,2,2
2024-04-03,746407,0,0,2,2,2,2
2024-04-03,746900,0,0,2,2,2,2
2024-04-03,744869,0,0,0,0,1,1
2024-04-03,745275,0,0,2,2,2,2
2024-04-03,745440,0,0,2,2,2,2
2024-04-03,747219,0,0,2,2,2,2
2024-04-03,745678,1,1,2,2,2,2
2024-04-03,746008,0,0,1,1,1,1
2024-04-03,746083,0,0,2,2,2,2
2024-04-03,745114,0,0,2,2,2,2
2024-04-03,747059,0,0,2,2,2,2
2024-04-03,745603,0,0,2,2,2,2
2024-04-04,746327,0,0,3,3,3,3
2024-04-04,745200,0,0,3,3,3,3
2024-04-04,745928,0,0,3,2,3,2
2024-04-04,744870,0,0,1,1,2,2
2024-04-05,747143,0,0,0,0,3,3
2024-04-05,746249,0,0,0,0,3,3
2024-04-05,746007,0,0,0,0,3,2
2024-04-05,745033,0,0,0,0,3,3
2024-04-05,746328,0,0,4,4,4,4
2024-04-05,744874,0,0,0,2,3,3
2024-04-05,745764,0,0,0,0,3,3
2024-04-05,745361,0,0,0,0,3,3
2024-04-05,745524,0,0,0,2,3,3
2024-04-05,746576,0,0,0,0,3,3
2024-04-05,746897,0,0,0,0,3,3
2024-04-05,746497,0,0,0,0,3,3
2024-04-05,746733,0,0,0,0,3,3
2024-04-06,745359,0,0,1,1,4,4
2024-04-06,746575,0,0,1,1,4,4
2024-04-06,747140,1,1,1,1,4,4
2024-04-06,746006,0,0,1,1,4,3
2024-04-06,746329,0,0,5,5,5,5
2024-04-06,745766,0,0,1,1,4,4
2024-04-06,745031,0,0,1,1,4,4
2024-04-06,746248,0,0,1,1,4,4
2024-04-06,744873,0,0,1,3,4,4
2024-04-06,745522,0,0,1,3,4,4
2024-04-06,746896,0,0,1,1,4,4
2024-04-06,745197,0,0,0,0,4,4
2024-04-06,745926,0,0,0,0,4,3
2024-04-06,746498,0,0,1,1,4,4
2024-04-06,746731,0,0,1,1,4,4
2024-04-07,745927,0,0,1,1,5,4
2024-04-07,745032,0,0,2,2,5,5
2024-04-07,746251,0,0,2,2,5,5
2024-04-07,745362,0,0,2,2,5,5
2024-04-07,746574,0,0,2,2,5,5
2024-04-07,746895,0,0,2,2,5,5
2024-04-07,745198,0,0,1,1,5,5
2024-04-07,746330,0,0,6,6,6,6
2024-04-07,746493,0,0,2,2,5,5
2024-04-07,746734,0,0,2,2,5,5
2024-04-07,745765,0,0,2,2,5,5
2024-04-07,747141,0,0,2,2,5,5
2024-04-07,744871,0,0,2,4,5,5
2024-04-07,745523,1,1,2,4,5,5
2024-04-07,746003,0,0,2,2,5,4
2024-04-08,745194,0,0,3,2,6,6
2024-04-08,745432,0,0,3,3,6,6
2024-04-08,746252,0,0,3,3,6,6
2024-04-08,746569,0,0,3,3,6,6
2024-04-08,745034,0,0,3,3,6,6
2024-04-08,745925,0,0,3,2,6,5
2024-04-08,745363,0,0,5,3,6,6
2024-04-08,744956,0,0,3,3,6,6
2024-04-08,746735,0,0,3,3,5,6
2024-04-08,745520,0,0,3,5,6,6
2024-04-08,745761,0,0,2,3,6,6
2024-04-08,746654,0,0,7,2,7,6
2024-04-08,747142,0,0,3,3,6,6
2024-04-09,745433,0,0,4,4,6,6
2024-04-09,745357,0,0,6,4,6,6
2024-04-09,746250,0,0,4,4,6,6
2024-04-09,746571,0,0,4,4,6,6
2024-04-09,745030,0,0,0,4,5,6
2024-04-09,745195,1,1,4,3,6,6
2024-04-09,745924,0,0,4,3,6,6
2024-04-09,746326,0,0,4,0,6,6
2024-04-09,747138,0,0,4,4,6,6
2024-04-09,744957,0,0,4,4,6,6
2024-04-09,745762,0,0,3,4,6,6
2024-04-09,746732,0,0,4,4,6,6
2024-04-09,746653,0,0,8,3,7,6
2024-04-09,746981,0,0,0,0,5,5
2024-04-09,745517,0,0,4,6,6,6
2024-04-10,747139,0,0,5,5,6,6
2024-04-10,745024,0,0,1,5,5,6
2024-04-10,746323,1,1,5,1,6,6
2024-04-10,746980,0,0,1,1,5,5
2024-04-10,745763,0,0,4,5,6,6
2024-04-10,746728,0,0,5,5,6,6
2024-04-10,745429,0,0,5,5,6,6
2024-04-10,746573,0,0,5,5,6,6
2024-04-10,746247,0,0,5,5,6,6
2024-04-10,745355,0,0,7,5,7,6
2024-04-10,744950,0,0,5,5,6,6
2024-04-10,745196,0,0,5,4,6,6
2024-04-10,745923,0,0,5,4,6,6
2024-04-10,746655,0,0,9,4,7,6
2024-04-11,746730,0,0,6,6,6,6
2024-04-11,746490,0,0,5,0,6,5
2024-04-11,746977,0,0,2,2,5,5
2024-04-11,745601,0,0,0,6,6,6
2024-04-11,746322,0,0,6,2,6,6
2024-04-11,747137,0,0,6,6,6,6
2024-04-11,745029,0,0,2,6,5,6
2024-04-12,746812,1,0,7,0,7,6
2024-04-12,746162,0,0,0,0,6,6
2024-04-12,746656,0,0,0,0,6,5
2024-04-12,745274,0,0,0,0,6,6
2024-04-12,745679,0,0,0,3,6,6
2024-04-12,746408,0,0,7,7,7,7
2024-04-12,746084,0,0,7,0,7,5
2024-04-12,747217,0,0,0,0,5,6
2024-04-12,746978,0,1,0,3,6,6
2024-04-12,746491,0,0,6,1,6,6
2024-04-12,745596,0,0,1,7,6,7
2024-04-12,745838,0,0,3,7,6,7
2024-04-12,747055,1,1,7,3,7,6
2024-04-12,744954,0,0,0,0,6,6
2024-04-12,745112,0,0,0,0,6,6
2024-04-13,745272,0,0,1,1,6,6
2024-04-13,746161,1,1,1,1,6,6
2024-04-13,747215,0,0,1,1,6,6
2024-04-13,746082,0,0,8,1,7,6
2024-04-13,745110,0,0,1,1,6,6
2024-04-13,745676,1,1,1,4,6,6
2024-04-13,746979,0,0,1,4,6,6
2024-04-13,746405,0,0,8,8,7,7
2024-04-13,744953,0,0,1,1,6,6
2024-04-13,746811,0,0,8,1,7,6
2024-04-13,745839,0,0,4,8,6,7
2024-04-13,746489,0,0,7,2,7,6
2024-04-13,746658,0,0,1,1,6,6
2024-04-13,745594,0,0,2,8,6,7
2024-04-13,747054,0,0,8,4,7,6
2024-04-14,746648,0,0,2,2,6,6
2024-04-14,746164,0,0,2,2,6,6
2024-04-14,747216,0,0,2,2,6,6
2024-04-14,745271,0,0,2,2,6,6
2024-04-14,745681,0,0,2,5,6,6
2024-04-14,746810,0,0,9,2,7,6
2024-04-14,746404,0,0,9,9,7,7
2024-04-14,746079,0,0,9,2,7,6
2024-04-14,745113,0,0,2,2,6,6
2024-04-14,745841,0,0,5,9,6,7
2024-04-14,744952,0,0,2,2,6,6
2024-04-14,747056,0,0,9,5,7,6
2024-04-14,745595,0,0,3,9,6,7
2024-04-14,746975,0,0,2,5,6,6
2024-04-14,746492,1,1,8,3,7,6
2024-04-15,746158,0,0,3,3,6,6
2024-04-15,745268,0,0,10,3,7,6
2024-04-15,745677,0,0,3,6,6,6
2024-04-15,747213,0,0,3,3,6,6
2024-04-15,746406,0,0,10,10,7,7
2024-04-15,746002,0,0,3,10,6,7
2024-04-15,746813,0,0,6,3,6,6
2024-04-15,745840,0,0,4,10,6,7
2024-04-15,745106,0,0,3,3,6,6
2024-04-15,746080,0,0,3,3,6,6
2024-04-15,745597,0,0,3,10,6,7
2024-04-15,746488,0,0,10,4,7,6
2024-04-15,747053,0,0,9,6,7,6
2024-04-15,746974,1,0,3,6,6,6
2024-04-15,744951,1,0,3,3,6,6
2024-04-16,746400,0,0,11,11,7,7
2024-04-16,746809,0,0,7,4,7,6
2024-04-16,746157,0,0,4,4,6,6
2024-04-16,745674,0,0,4,7,6,7
2024-04-16,745270,0,0,11,4,7,6
2024-04-16,747214,1,1,4,4,6,6
2024-04-16,746004,0,0,4,11,6,7
2024-04-16,745108,0,0,4,4,6,6
2024-04-16,746976,0,0,4,7,6,7
2024-04-16,744944,0,0,4,4,6,6
2024-04-16,745837,0,0,5,11,6,7
2024-04-16,746081,0,0,4,4,6,6
2024-04-16,745593,1,1,4,11,6,7
2024-04-16,747051,0,0,10,7,7,7
2024-04-16,746486,0,0,11,5,7,6
2024-04-17,746973,1,1,5,8,6,7
2024-04-17,745105,1,1,5,5,6,6
2024-04-17,745591,0,0,5,12,6,7
2024-04-17,745267,0,0,12,5,7,6
2024-04-17,747212,1,1,5,5,6,6
2024-04-17,745671,0,0,5,8,6,7
2024-04-17,746159,0,0,5,5,6,6
2024-04-17,746005,0,0,5,12,6,7
2024-04-17,746807,0,0,8,5,7,6
2024-04-17,746401,0,0,12,12,7,7
2024-04-17,746487,0,0,12,6,7,6
2024-04-17,745836,0,0,6,12,6,7
2024-04-17,747049,0,0,11,8,7,7
2024-04-17,746076,0,0,5,5,6,6
2024-04-17,744948,0,0,5,5,6,6
2024-04-18,746891,0,0,6,6,6,6
2024-04-18,745356,0,0,6,6,6,6
2024-04-18,746970,0,0,6,9,6,7
2024-04-18,746485,0,0,13,7,7,7
2024-04-18,745104,0,0,6,6,6,6
2024-04-19,746572,0,0,0,0,6,6
2024-04-19,745352,0,0,7,7,7,7
2024-04-19,746160,0,0,0,0,6,6
2024-04-19,745430,0,0,0,0,6,6
2024-04-19,745189,0,0,0,0,6,6
2024-04-19,746325,0,0,0,0,6,6
2024-04-19,747136,0,0,14,0,7,6
2024-04-19,745922,0,0,8,0,7,6
2024-04-19,745758,0,0,7,0,7,6
2024-04-19,744872,0,0,0,0,6,6
2024-04-19,745592,0,0,0,0,6,6
2024-04-19,745518,0,0,10,0,7,6
2024-04-19,746729,0,0,7,0,7,6
2024-04-19,746892,0,0,7,7,7,7
2024-04-19,746650,0,0,0,7,6,7
2024-04-20,745590,0,0,1,1,6,6
2024-04-20,745431,0,0,1,1,6,6
2024-04-20,746570,0,0,1,1,6,6
2024-04-20,747135,0,0,15,1,7,6
2024-04-20,746324,0,0,1,1,6,6
2024-04-20,746651,0,0,1,8,6,7
2024-04-20,745354,0,0,8,8,7,7
2024-04-20,746726,0,0,8,1,7,6
2024-04-20,746156,0,0,1,1,6,6
2024-04-20,745760,0,0,8,1,7,6
2024-04-20,745921,0,0,9,1,7,6
2024-04-20,745190,1,1,1,1,6,6
2024-04-20,745515,0,0,11,1,7,6
2024-04-20,744865,0,0,1,1,6,6
2024-04-20,746893,0,0,8,8,7,7
2024-04-21,745192,0,0,2,2,6,6
2024-04-21,747133,0,0,16,2,7,6
2024-04-21,745434,0,0,2,2,6,6
2024-04-21,746154,0,0,2,2,6,6
2024-04-21,745353,0,0,9,9,7,7
2024-04-21,746568,0,0,2,2,6,6
2024-04-21,746894,0,0,9,9,7,7
2024-04-21,746316,0,0,2,2,6,6
2024-04-21,746652,0,0,2,9,6,7
2024-04-21,746727,0,0,9,2,7,6
2024-04-21,745759,1,1,9,2,7,6
2024-04-21,745588,0,0,2,2,6,6
2024-04-21,745514,0,0,12,2,7,6
2024-04-21,744866,1,1,2,2,6,6
2024-04-21,745920,0,0,10,2,7,6
2024-04-22,745916,0,0,3,3,6,6
2024-04-22,746242,0,0,3,10,6,7
2024-04-22,746565,0,1,3,3,6,6
2024-04-22,745191,0,0,10,3,7,6
2024-04-22,745351,0,0,3,10,6,7
2024-04-22,746319,0,0,3,3,6,6
2024-04-22,745107,0,0,11,10,7,7
2024-04-22,745519,0,0,3,3,6,6
2024-04-22,746723,0,0,3,3,6,6
2024-04-22,745757,0,0,3,3,6,6
2024-04-22,747134,0,0,10,3,7,6
2024-04-23,745348,0,0,4,11,6,7
2024-04-23,746246,0,0,4,11,6,7
2024-04-23,746566,0,0,4,4,6,6
2024-04-23,745026,0,0,0,0,5,6
2024-04-23,745193,0,0,11,4,7,6
2024-04-23,745917,0,0,4,4,6,6
2024-04-23,746888,0,0,0,0,5,6
2024-04-23,746321,0,0,4,4,6,6
2024-04-23,745754,0,0,4,4,6,6
2024-04-23,745102,0,0,12,11,7,7
2024-04-23,744863,0,0,0,0,5,5
2024-04-23,745516,0,0,4,4,6,6
2024-04-23,746722,0,0,4,4,6,6
2024-04-23,746647,0,0,0,0,6,6
2024-04-23,747130,0,0,11,4,7,6
2024-04-24,747132,0,0,12,5,7,6
2024-04-24,745028,0,0,1,1,5,6
2024-04-24,745919,0,0,5,5,6,6
2024-04-24,746567,0,0,5,5,6,6
2024-04-24,746317,0,0,5,5,6,6
2024-04-24,746889,0,0,1,1,5,6
2024-04-24,745753,0,0,5,5,6,6
2024-04-24,746244,0,0,5,12,6,7
2024-04-24,744864,0,0,1,1,5,5
2024-04-24,745513,0,0,5,5,6,6
2024-04-24,746725,0,0,5,5,6,6
2024-04-24,746649,0,0,1,1,6,6
2024-04-24,745346,0,0,5,12,6,7
2024-04-24,745188,0,0,12,5,7,6
2024-04-24,745099,0,0,13,12,7,7
2024-04-25,745755,0,0,6,6,6,6
2024-04-25,744867,0,0,2,2,5,5
2024-04-25,746564,0,0,6,6,6,6
2024-04-25,745027,0,0,2,2,5,6
2024-04-25,746887,0,0,2,2,5,6
2024-04-25,746320,0,0,6,6,6,6
2024-04-25,745918,0,0,6,6,6,6
2024-04-25,746724,0,0,6,6,6,6
2024-04-25,746646,0,0,2,2,6,6
2024-04-25,745512,0,0,6,6,6,6
2024-04-26,745347,0,0,7,0,7,6
2024-04-26,745424,0,0,7,7,7,7
2024-04-26,745269,0,0,0,3,6,6
2024-04-26,746243,0,0,7,0,7,6
2024-04-26,745025,0,0,7,3,7,6
2024-04-26,746808,0,0,0,7,6,7
2024-04-26,746000,0,0,7,7,7,7
2024-04-26,746078,0,0,3,0,6,6
2024-04-26,745835,0,0,0,0,6,6
2024-04-26,746972,0,0,3,3,6,6
2024-04-26,744949,0,0,3,7,6,7
2024-04-26,747050,0,0,7,0,7,6
2024-04-26,746482,0,0,7,0,7,6
2024-04-26,747129,0,0,3,0,6,6
2024-04-27,745266,0,0,1,4,6,6
2024-04-27,746245,0,0,8,1,7,6
2024-04-27,745350,0,0,8,1,7,6
2024-04-27,745425,0,0,8,8,7,7
2024-04-27,747131,0,0,4,1,6,6
2024-04-27,745998,1,1,8,8,7,7
2024-04-27,746803,0,0,1,8,6,7
2024-04-27,746484,0,0,8,1,7,6
2024-04-27,746075,0,0,4,1,6,6
2024-04-27,746971,0,0,4,4,6,6
2024-04-27,745020,0,0,8,4,7,6
2024-04-27,745833,0,0,1,1,6,6
2024-04-27,747052,1,1,8,1,7,6
2024-04-27,744946,0,0,4,8,6,7
2024-04-27,746560,0,0,0,0,5,6
2024-04-28,746561,0,0,1,1,5,6
2024-04-28,745428,0,0,9,9,7,7
2024-04-28,746967,0,0,5,5,6,6
2024-04-28,745265,0,0,2,5,6,6
2024-04-28,746237,0,0,9,2,7,6
2024-04-28,745349,1,1,9,2,7,6
2024-04-28,745022,0,0,9,5,7,6
2024-04-28,747125,1,1,5,2,6,6
2024-04-28,746805,1,1,2,9,6,7
2024-04-28,746077,0,0,5,2,6,6
2024-04-28,745834,0,0,2,2,6,6
2024-04-28,746483,0,0,9,2,7,6
2024-04-28,744947,0,0,5,9,6,7
2024-04-28,747045,0,0,9,2,7,6
2024-04-28,746001,0,0,9,9,7,7
2024-04-29,746481,1,0,3,3,6,6
2024-04-29,745263,1,0,3,6,6,6
2024-04-29,745427,0,0,10,10,7,7
2024-04-29,745672,0,0,10,10,7,7
2024-04-29,747211,0,0,6,3,6,6
2024-04-29,746236,0,0,10,3,7,6
2024-04-29,745999,0,0,3,10,6,7
2024-04-29,746804,0,0,10,10,7,7
2024-04-29,745832,0,1,6,3,6,6
2024-04-29,744945,0,0,10,10,7,7
2024-04-29,746074,0,0,6,3,6,6
2024-04-29,747046,0,0,10,3,7,6
2024-04-30,745426,0,0,11,11,7,7
2024-04-30,745260,0,0,4,7,6,7
2024-04-30,745673,0,0,11,11,7,7
2024-04-30,747210,0,0,7,4,7,6
2024-04-30,746239,0,0,11,4,7,6
2024-04-30,746398,0,0,0,0,6,5
2024-04-30,745018,0,0,7,0,7,6
2024-04-30,747047,0,0,11,4,7,6
2024-04-30,746806,0,0,11,11,7,7
2024-04-30,746968,0,0,0,0,5,6
2024-04-30,745831,0,0,7,4,7,6
2024-04-30,744942,0,0,11,11,7,7
2024-04-30,746073,0,0,0,4,5,6
2024-04-30,746477,0,0,4,4,6,6
2024-04-30,745997,0,0,4,11,6,7
2024-05-01,746072,1,1,1,5,5,6
2024-05-01,747207,1,1,8,5,7,6
2024-05-01,746399,1,1,1,1,6,5
2024-05-01,745023,0,0,8,1,7,6
2024-05-01,746966,0,0,1,1,5,6
2024-05-01,745829,0,0,8,5,7,6
2024-05-01,745423,0,0,12,12,7,7
2024-05-01,747048,0,0,12,5,7,6
2024-05-01,746238,0,0,12,5,7,6
2024-05-01,745261,0,0,5,8,6,7
2024-05-01,745670,0,0,12,12,7,7
2024-05-01,744939,0,0,12,12,7,7
2024-05-01,746800,0,0,12,12,7,7
2024-05-01,745996,0,0,5,12,6,7
2024-05-01,746478,0,0,5,5,6,6
2024-05-02,746403,1,1,2,2,6,5
2024-05-02,745021,0,0,9,2,7,6
2024-05-02,746969,0,0,2,2,5,6
2024-05-02,745830,0,0,9,6,7,6
2024-05-02,747044,0,0,13,6,7,6
2024-05-02,746070,0,0,2,6,5,6
2024-05-03,746152,0,0,0,0,6,6
2024-05-03,745665,1,0,7,0,7,6
2024-05-03,747208,0,0,0,0,6,6
2024-05-03,745914,0,0,3,0,6,6
2024-05-03,746402,0,0,0,3,6,5
2024-05-03,746318,0,0,3,0,6,6
2024-05-03,746645,0,0,0,3,6,6
2024-05-03,745187,0,0,0,0,6,6
2024-05-03,745101,1,0,7,0,7,6
2024-05-03,744868,0,0,0,10,6,7
2024-05-03,745589,0,0,3,0,6,6
2024-05-03,745510,1,0,3,0,5,6
2024-05-03,746721,0,0,7,0,7,6
2024-05-03,746890,0,1,0,10,6,7
2024-05-03,745756,0,0,0,14,6,7
2024-05-04,746155,1,1,1,1,6,6
2024-05-04,747209,0,0,1,1,6,6
2024-05-04,745100,0,0,8,1,7,6
2024-05-04,746394,0,0,1,4,6,6
2024-05-04,746311,0,0,4,1,6,6
2024-05-04,746720,0,0,8,1,7,6
2024-05-04,746644,0,0,1,4,6,6
2024-05-04,745583,0,0,4,1,6,6
2024-05-04,744862,0,0,1,11,6,7
2024-05-04,745511,0,0,4,1,6,6
2024-05-04,746884,0,0,1,11,6,7
2024-05-04,745183,0,0,1,1,6,6
2024-05-04,745911,0,0,4,1,6,6
2024-05-04,745750,0,0,1,15,6,7
2024-05-04,745666,0,0,8,1,7,6
2024-05-05,746883,0,0,2,12,6,7
2024-05-05,745587,0,0,5,2,6,6
2024-05-05,746153,0,0,2,2,6,6
2024-05-05,747206,0,0,2,2,6,6
2024-05-05,746719,0,0,9,2,7,6
2024-05-05,745667,0,0,9,2,7,6
2024-05-05,745185,1,1,2,2,6,6
2024-05-05,745913,0,0,5,2,6,6
2024-05-05,746314,0,0,5,2,6,6
2024-05-05,746395,0,0,2,5,6,6
2024-05-05,745103,0,0,9,2,7,6
2024-05-05,746643,0,0,2,5,6,6
2024-05-05,745751,0,0,2,16,6,7
2024-05-05,744861,0,0,2,12,6,7
2024-05-05,745504,0,0,5,2,6,6
2024-05-06,746149,0,0,10,3,7,6
2024-05-06,745669,1,0,6,3,6,6
2024-05-06,745182,1,0,10,3,7,6
2024-05-06,745912,0,0,3,3,6,6
2024-05-06,746886,0,0,3,13,6,7
2024-05-06,746313,0,1,3,3,6,6
2024-05-06,745098,0,1,3,3,6,6
2024-05-06,745509,0,0,3,3,6,6
2024-05-06,746639,0,0,3,6,6,6
2024-05-06,745585,0,0,6,3,6,6
2024-05-07,746147,0,0,11,4,7,6
2024-05-07,746559,0,0,7,0,7,6
2024-05-07,745186,0,0,11,4,7,6
2024-05-07,746315,0,0,4,4,6,6
2024-05-07,745915,0,0,4,4,6,6
2024-05-07,746885,0,0,4,14,6,7
2024-05-07,745752,0,0,0,0,6,6
2024-05-07,747126,0,0,0,0,6,5
2024-05-07,744859,0,0,0,0,6,6
2024-05-07,745586,0,0,0,4,5,6
2024-05-07,745508,0,0,4,4,6,6
2024-05-07,746718,0,0,0,0,5,5
2024-05-07,746638,0,0,4,7,6,7
2024-05-07,745668,0,0,7,4,7,6
2024-05-07,745095,0,0,4,4,6,6
2024-05-08,746151,0,0,12,5,7,6
2024-05-08,745906,0,0,5,5,6,6
2024-05-08,747127,0,0,1,1,6,5
2024-05-08,745749,0,0,1,1,6,6
2024-05-08,745097,0,0,5,5,6,6
2024-05-08,744858,0,0,1,1,6,6
2024-05-08,746717,0,0,1,1,5,5
2024-05-08,746879,0,0,5,15,6,7
2024-05-08,745664,0,0,8,5,7,6
2024-05-08,746562,0,0,8,1,7,6
2024-05-08,746312,0,0,5,5,6,6
2024-05-08,746640,0,0,5,8,6,7
2024-05-08,745584,0,0,1,5,5,6
2024-05-08,745507,0,0,5,5,6,6
2024-05-08,745659,0,0,8,5,7,6
2024-05-08,745184,0,0,12,5,7,6
2024-05-09,746802,1,0,9,6,7,6
2024-05-09,746241,0,0,6,6,6,6
2024-05-09,745995,0,0,6,6,6,6
2024-05-09,746563,0,0,9,2,7,6
2024-05-09,745910,0,0,6,6,6,6
2024-05-09,745748,0,0,2,2,6,6
2024-05-09,746715,0,0,2,2,5,5
2024-05-10,745340,0,0,3,10,6,7
2024-05-10,745264,0,0,0,7,7,7
2024-05-10,745421,0,0,0,0,6,6
2024-05-10,746240,0,0,7,7,7,7
2024-05-10,746553,0,0,0,3,7,6
2024-05-10,746801,0,0,10,7,7,7
2024-05-10,746071,0,0,0,0,6,6
2024-05-10,745993,0,0,7,7,7,7
2024-05-10,746964,0,0,0,0,5,5
2024-05-10,744940,0,0,7,0,7,5
2024-05-10,747043,0,0,3,0,6,5
2024-05-10,745094,0,0,3,0,6,6
2024-05-10,745506,0,0,0,0,6,6
2024-05-10,746479,0,0,3,0,6,6
2024-05-10,745827,0,0,0,0,5,6
2024-05-11,746797,0,0,11,8,7,7
2024-05-11,745262,0,0,1,8,7,7
2024-05-11,746232,0,0,8,8,7,7
2024-05-11,745422,0,0,1,1,6,6
2024-05-11,746554,0,0,1,4,7,6
2024-05-11,745994,0,0,8,8,7,7
2024-05-11,746480,0,0,4,1,6,6
2024-05-11,745344,0,0,4,11,6,7
2024-05-11,746069,0,0,1,1,6,6
2024-05-11,745828,0,0,1,1,5,6
2024-05-11,746963,0,0,1,1,5,5
2024-05-11,745505,0,0,1,1,6,6
2024-05-11,747041,0,0,4,1,6,5
2024-05-11,744943,0,0,8,1,7,5
2024-05-11,745096,0,0,4,1,6,6
2024-05-12,745825,0,0,2,2,5,6
2024-05-12,745255,0,0,2,9,7,7
2024-05-12,745419,0,0,2,2,6,6
2024-05-12,746234,0,0,9,9,7,7
2024-05-12,745345,0,0,5,12,6,7
2024-05-12,746555,0,0,2,5,7,6
2024-05-12,745990,0,0,9,9,7,7
2024-05-12,746798,0,0,12,9,7,7
2024-05-12,746068,0,0,2,2,6,6
2024-05-12,746476,0,0,5,2,6,6
2024-05-12,744941,0,0,9,2,7,5
2024-05-12,745499,0,0,2,2,6,6
2024-05-12,746965,0,0,2,2,5,5
2024-05-12,747042,1,1,5,2,6,5
2024-05-12,745092,0,0,5,2,6,6
2024-05-13,746233,0,0,10,10,7,7
2024-05-13,745343,0,1,3,13,6,7
2024-05-13,746799,0,0,3,10,5,7
2024-05-13,745256,0,0,10,10,7,7
2024-05-13,745420,0,0,6,3,6,6
2024-05-13,747204,1,0,6,6,6,6
2024-05-13,746393,0,0,3,6,7,6
2024-05-13,746471,1,0,3,3,6,6
2024-05-13,745991,1,0,3,10,6,7
2024-05-13,747128,1,0,3,3,6,5
2024-05-13,745826,1,0,3,3,6,6
2024-05-13,746961,0,0,3,3,6,5
2024-05-13,747040,0,0,3,3,5,5
2024-05-13,745019,0,0,13,3,7,7
2024-05-14,747039,1,1,4,4,6,6
2024-05-14,745342,1,1,4,14,6,7
2024-05-14,745257,0,0,11,11,7,7
2024-05-14,745418,0,0,7,4,7,6
2024-05-14,747205,0,0,7,7,7,7
2024-05-14,746235,0,0,11,11,7,7
2024-05-14,746396,0,0,4,7,7,7
2024-05-14,745014,0,0,14,4,7,7
2024-05-14,745989,0,0,4,11,6,7
2024-05-14,745909,0,0,0,0,6,6
2024-05-14,747124,0,0,4,4,6,6
2024-05-14,746962,0,0,4,4,6,6
2024-05-14,746473,0,0,4,4,6,6
2024-05-14,746796,0,0,4,11,6,7
2024-05-14,745821,1,1,4,4,6,6
2024-05-15,745341,0,0,5,15,6,7
2024-05-15,746231,0,0,12,12,7,7
2024-05-15,746397,1,1,5,8,7,7
2024-05-15,745015,0,0,15,5,7,7
2024-05-15,745908,0,0,1,1,6,6
2024-05-15,747123,0,0,5,5,6,6
2024-05-15,746960,1,1,5,5,6,6
2024-05-15,747038,0,0,5,5,6,6
2024-05-15,745259,0,0,12,12,7,7
2024-05-15,745417,0,0,8,5,7,6
2024-05-15,747203,0,0,8,8,7,7
2024-05-15,746795,0,0,5,12,6,7
2024-05-15,745992,0,0,5,12,6,7
2024-05-15,746472,1,1,5,5,6,6
2024-05-15,745582,0,0,5,5,6,6
2024-05-16,745907,0,0,2,2,6,6
2024-05-16,745580,0,0,6,6,6,6
2024-05-16,746959,0,0,6,6,6,6
2024-05-16,746881,0,0,6,6,6,6
2024-05-16,746391,0,0,6,9,6,7
2024-05-16,746150,0,0,9,6,7,6
2024-05-17,746388,0,0,0,10,6,7
2024-05-17,745178,0,0,7,0,7,6
2024-05-17,744934,0,0,7,0,7,6
2024-05-17,746148,0,0,10,7,7,7
2024-05-17,745335,0,0,0,0,6,6
2024-05-17,745016,0,0,0,0,6,6
2024-05-17,747201,0,0,0,0,6,6
2024-05-17,746310,0,0,7,0,7,6
2024-05-17,745579,0,1,0,7,6,7
2024-05-17,746065,1,0,7,0,7,6
2024-05-17,746641,0,0,3,0,6,6
2024-05-17,745747,0,0,0,3,6,6
2024-05-17,747037,0,0,0,0,6,6
2024-05-17,747122,0,0,0,0,6,6
2024-05-17,746878,0,0,7,7,7,7
2024-05-18,746142,0,0,11,8,7,7
2024-05-18,747202,0,0,1,1,6,6
2024-05-18,745013,0,0,1,1,6,6
2024-05-18,745177,0,0,8,1,7,6
2024-05-18,746389,0,0,1,11,6,7
2024-05-18,746308,0,0,8,1,7,6
2024-05-18,746642,0,0,4,1,6,6
2024-05-18,747121,0,0,1,1,6,6
2024-05-18,746067,0,0,8,1,7,6
