game_pk,home_K20_all,home_K40_all,home_K65_all,home_K100_all,home_K65_pw0,home_K65_pw6,home_K65_hl15,home_K65_hl30,home_K65_win20,home_shipped_like,away_K20_all,away_K40_all,away_K65_all,away_K100_all,away_K65_pw0,away_K65_pw6,away_K65_hl15,away_K65_hl30,away_K65_win20,away_shipped_like
744817,0.8000120036152064,0.7774356178012475,0.7638119367066171,0.754119022616339,0.7638119367066171,0.7638119367066171,0.7498828793919242,0.7558232657925869,0.7582545705114786,0.8,0.7923270827630258,0.7652393109495074,0.7528399787813477,0.7453067996150317,0.7528399787813477,0.7528399787813477,0.7505990695425264,0.7516776053320003,0.7528399787813477,1.0
744818,0.73880859375,0.7350781249999999,0.7328837316176471,0.73134765625,0.7328837316176471,0.7328837316176471,0.7349025300910828,0.7341914393735552,0.7328837316176471,0.8,0.7513774671052631,0.7431842672413793,0.7384953878012048,0.7352688029661016,0.7384953878012048,0.7384953878012048,0.738780874021486,0.7388139093629623,0.7384953878012048,0.8
744819,0.7859613892122623,0.7631536670547148,0.751749805975941,0.7444928034712668,0.751749805975941,0.751749805975941,0.7462422999354558,0.7488135786983718,0.751749805975941,0.9,0.725758991483365,0.7268566095299265,0.7274847644360912,0.7279170201850792,0.7274847644360912,0.7274847644360912,0.72881637128588,0.7280279618294507,0.7274847644360912,0.7
744820,0.7269884501965924,0.7268875776857059,0.7268267063429295,0.7267833978793804,0.7268267063429295,0.7268267063429295,0.7177458898307398,0.7218856747758683,0.7203990994333513,0.6,0.6079408311489735,0.6462424163953834,0.6693554419751133,0.6857997913220033,0.6693554419751133,0.6693554419751133,0.6885683316048011,0.679913883497589,0.6733402759039395,0.5
744821,0.7463741873554692,0.7410275961171882,0.7378414007571661,0.73559263147001,0.7378414007571661,0.7378414007571661,0.7297413015645241,0.7335183655530934,0.7347571819425445,0.7,0.6809843257517676,0.696817473599169,0.7063719593691526,0.7131697410481246,0.7063719593691526,0.7063719593691526,0.7162558841839487,0.7120985525913026,0.7229924760601916,0.7
744822,0.7052077209484617,0.7135072348333997,0.7185155621777588,0.72207886392768,0.7185155621777588,0.7185155621777588,0.723189322840304,0.7209043858861607,0.7118923989348825,0.6,0.7618943316075932,0.749753893326878,0.7435638672298029,0.73958217476736,0.7435638672298029,0.7435638672298029,0.7434093937289281,0.7435078621178047,0.7435638672298029,0.8
744823,0.779524946087976,0.7594376912878084,0.749597650929618,0.7434047447959313,0.749597650929618,0.749597650929618,0.7445384856443557,0.7469305429997812,0.749597650929618,0.8888888888888888,0.7651555859137826,0.7535407812183768,0.7467085431622558,0.741925976522971,0.7467085431622558,0.7467085431622558,0.7429146773606545,0.7447673190418602,0.7467085431622558,0.8
744824,0.7224509611787133,0.7273924759162244,0.7301796107529303,0.7320805796415553,0.7301796107529303,0.7301796107529303,0.7320097038915402,0.7313512309428111,0.7301796107529303,0.7,0.6682671390903099,0.6910228521204131,0.7044085656675327,0.7137785651505164,0.7044085656675327,0.7044085656675327,0.7222081696461757,0.7144719950061921,0.7044085656675327,0.9
744825,0.6979981169296987,0.7087843539054967,0.715212198614911,0.7197488757899854,0.715212198614911,0.715212198614911,0.7191726984599222,0.7171959598964674,0.7118617538927335,0.6,0.7267874419504644,0.7282042342799189,0.7290150491672572,0.7295729997507477,0.7290150491672572,0.7290150491672572,0.7297368554533723,0.7294163692770909,0.7290150491672572,0.8
744826,0.7333526180999106,0.7322288849456444,0.7315767183829007,0.7311240380628785,0.7315767183829007,0.7315767183829007,0.733646294663929,0.7328916574509556,0.7315767183829007,0.8,0.6457357744541861,0.676390985668964,0.6931555543020458,0.7043805263433265,0.6931555543020458,0.6931555543020458,0.702658712983093,0.6984848253672484,0.6931555543020458,0.6
744827,0.7872020673390536,0.7695213771601048,0.7592602623241077,0.7521378414379449,0.7592602623241077,0.7592602623241077,0.7539405144487613,0.7565206100895149,0.7592602623241077,0.9,0.6425220156555773,0.6733626875407698,0.6915042592379418,0.7042033594259621,0.6915042592379418,0.6915042592379418,0.7057521254667566,0.6994133825501572,0.6915042592379418,0.6
744828,0.8046173003896039,0.7755177493838002,0.7618773348498299,0.7534891173139863,0.7618773348498299,0.7618773348498299,0.758930634717037,0.7603402046342124,0.7618773348498299,1.0,0.628020215470282,0.6688553626611059,0.6904508731947148,0.7046312880760754,0.6904508731947148,0.6904508731947148,0.7034445099971726,0.6974996119505463,0.6904508731947148,0.5
744829,0.7804791150313456,0.7640760817652116,0.7546888036912192,0.7482290835250481,0.7546888036912192,0.7546888036912192,0.7495756847057914,0.7520744766858837,0.7546888036912192,0.9,0.740505732533087,0.7377930846853976,0.736286058103348,0.7352675159996179,0.736286058103348,0.736286058103348,0.7381077087551466,0.7372270372686668,0.736286058103348,0.7
744830,0.8123606274840842,0.7858326939620097,0.7704370182572343,0.7597506080621549,0.7704370182572343,0.7704370182572343,0.7586165369650542,0.7637864657143218,0.7704370182572343,0.8,0.6965313079964496,0.7104468322918254,0.7179330320709832,0.7228975645561091,0.7179330320709832,0.7179330320709832,0.7274716115752647,0.7231295886814672,0.7179330320709832,0.7
744831,0.6844179452388408,0.7014338937055862,0.7113092209407509,0.7181638598451593,0.7113092209407509,0.7113092209407509,0.7136019933437788,0.7124045035367539,0.7113092209407509,0.6,0.6844179452388408,0.7014338937055862,0.7113092209407509,0.7181638598451593,0.7113092209407509,0.7113092209407509,0.7267637040133144,0.7201233898647631,0.7113092209407509,0.8
744832,0.7935959951526343,0.766673733650804,0.7543501632450366,0.746863012923042,0.7543501632450366,0.7543501632450366,0.7521229462947187,0.753194892070222,0.7543501632450366,1.0,0.7198242128099592,0.7239823113673155,0.7263275803707024,0.7279271741012175,0.7263275803707024,0.7263275803707024,0.733933154851833,0.730690582179112,0.7263275803707024,0.9
744833,0.7332439593047902,0.733219584569733,0.7332062546364985,0.7331973293768546,0.7332062546364985,0.7332062546364985,0.735631505440994,0.7346516493417241,0.7332062546364985,0.8,0.7543036467280962,0.7470185715747468,0.7428494020592756,0.7399804481215109,0.7428494020592756,0.7428494020592756,0.7372613262770383,0.7397542078010401,0.7428494020592756,0.8
744834,0.6853099120082816,0.7025413154392192,0.7121143173452955,0.7185843462197472,0.7121143173452955,0.7121143173452955,0.7127378179372127,0.71234960211213,0.7121143173452955,0.6,0.6938150495215712,0.7077598888525662,0.7156251183532797,0.7209896082178691,0.7156251183532797,0.7156251183532797,0.7112703565108914,0.7131783466933491,0.7156251183532797,0.5
