date,matchup,v2_pick,v2_p,v2_oc,v2_pl,t42_pick,t42_p,t42_oc,t42_pl,agree,h_xera_raw,h_xera_pri,a_xera_raw,a_xera_pri,actual_side
2026-05-03,TOR@MIN,NRFI,0.6312,LOSS,-1.0,NRFI,0.6374,LOSS,-1.0,Y,3.07,3.26,4.2,2.94,YRFI
2026-05-03,CIN@PIT,NRFI,0.6312,WIN,0.645,NRFI,0.5926,WIN,0.645,Y,2.77,2.96,3.33,3.45,NRFI
2026-05-03,MIL@WSH,YRFI,0.3759,LOSS,-1.0,YRFI,0.3759,LOSS,-1.0,Y,6.19,6.49,4.2,3.49,NRFI
2026-05-03,ARI@CHC,YRFI,0.3759,LOSS,-1.0,PASS,0.4657,PASS,0.0,N,4.12,3.56,14.71,4.62,NRFI
2026-05-03,TEX@DET,YRFI,0.376,LOSS,-1.0,PASS,0.4657,PASS,0.0,N,6.23,4.12,5.34,4.68,NRFI
2026-05-03,PHI@MIA,NRFI,0.6143,LOSS,-1.0,PASS,0.4802,PASS,0.0,N,3.74,4.62,3.21,3.2,YRFI
2026-05-03,CWS@SD,YRFI,0.3995,LOSS,-1.0,YRFI,0.3969,LOSS,-1.0,Y,4.2,4.67,8.09,7.59,NRFI
2026-05-03,ATL@COL,YRFI,0.4502,WIN,0.8,YRFI,0.3985,WIN,0.8,Y,4.09,4.92,4.2,4.8,YRFI
