date,matchup,v2_pick,v2_p,v2_oc,v2_pl,t42_pick,t42_p,t42_oc,t42_pl,agree,h_xera_raw,h_xera_pri,a_xera_raw,a_xera_pri,actual_side
2026-05-04,BOS@DET,YRFI,0.3925,LOSS,-1.0,PASS,0.4657,PASS,0.0,N,6.23,4.12,1.79,3.33,NRFI
2026-05-04,MIL@STL,YRFI,0.3759,LOSS,-1.0,YRFI,0.4043,LOSS,-1.0,Y,5.96,4.46,4.2,3.76,NRFI
2026-05-04,CWS@LAA,YRFI,0.4093,WIN,1.05,YRFI,0.3961,WIN,1.05,Y,3.07,3.85,4.5,4.87,YRFI
