captured_at_utc,commence_time,away_team,home_team,book_key,book,market,point,outcome,price
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,fanduel,FanDuel,totals_1st_1_innings,0.5,Over,-118
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,fanduel,FanDuel,totals_1st_1_innings,0.5,Under,-108
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,fanduel,FanDuel,totals_1st_5_innings,4.5,Over,-120
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,fanduel,FanDuel,totals_1st_5_innings,4.5,Under,-108
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betrivers,BetRivers,totals_1st_1_innings,1.5,Over,215
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betrivers,BetRivers,totals_1st_1_innings,1.5,Under,-315
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,williamhill_us,Caesars,totals_1st_1_innings,0.5,Over,-125
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,williamhill_us,Caesars,totals_1st_1_innings,0.5,Under,-105
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,williamhill_us,Caesars,totals_1st_5_innings,5.0,Over,110
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,williamhill_us,Caesars,totals_1st_5_innings,5.0,Under,-140
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,bovada,Bovada,totals_1st_5_innings,5.0,Over,100
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,bovada,Bovada,totals_1st_5_innings,5.0,Under,-130
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betmgm,BetMGM,totals_1st_5_innings,4.5,Over,-118
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betmgm,BetMGM,totals_1st_5_innings,4.5,Under,-110
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betmgm,BetMGM,totals_1st_1_innings,0.5,Over,-145
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betmgm,BetMGM,totals_1st_1_innings,0.5,Under,110
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Over,-130
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Under,-102
2026-09-02T19:36:21Z,2026-09-02T19:41:00Z,PHI,ARI,betonlineag,BetOnline.ag,totals_1st_5_innings,5.0,Over,115
