captured_at_utc,commence_time,away_team,home_team,book_key,book,market,point,outcome,price
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,fanduel,FanDuel,totals_1st_1_innings,0.5,Over,-132
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,fanduel,FanDuel,totals_1st_1_innings,0.5,Under,104
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,fanduel,FanDuel,totals_1st_5_innings,5.5,Over,-118
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,fanduel,FanDuel,totals_1st_5_innings,5.5,Under,-110
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Over,-167
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Under,125
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betonlineag,BetOnline.ag,totals_1st_5_innings,5.5,Over,100
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betonlineag,BetOnline.ag,totals_1st_5_innings,5.5,Under,-120
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,williamhill_us,Caesars,totals_1st_1_innings,0.5,Over,-140
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,williamhill_us,Caesars,totals_1st_1_innings,0.5,Under,110
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,williamhill_us,Caesars,totals_1st_5_innings,5.5,Over,100
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,williamhill_us,Caesars,totals_1st_5_innings,5.5,Under,-130
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,bovada,Bovada,totals_1st_5_innings,5.5,Over,-110
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,bovada,Bovada,totals_1st_5_innings,5.5,Under,-120
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betrivers,BetRivers,totals_1st_1_innings,1.5,Over,175
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betrivers,BetRivers,totals_1st_1_innings,1.5,Under,-245
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betmgm,BetMGM,totals_1st_5_innings,5.5,Over,-110
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betmgm,BetMGM,totals_1st_5_innings,5.5,Under,-118
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betmgm,BetMGM,totals_1st_1_innings,0.5,Over,-135
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betmgm,BetMGM,totals_1st_1_innings,0.5,Under,105
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betus,BetUS,totals_1st_5_innings,5.5,Over,-110
2026-08-30T19:36:09Z,2026-08-30T20:06:00Z,BAL,OAK,betus,BetUS,totals_1st_5_innings,5.5,Under,-120
2026-08-30T19:36:09Z,2026-08-30T20:07:00Z,PHI,LAA,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Over,100
