captured_at_utc,commence_time,away_team,home_team,book_key,book,market,point,outcome,price
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,fanduel,FanDuel,totals_1st_1_innings,0.5,Over,126
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,fanduel,FanDuel,totals_1st_1_innings,0.5,Under,-162
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,fanduel,FanDuel,totals_1st_5_innings,3.5,Over,-132
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,fanduel,FanDuel,totals_1st_5_innings,3.5,Under,102
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,mybookieag,MyBookie.ag,totals_1st_5_innings,3.5,Over,-122
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,mybookieag,MyBookie.ag,totals_1st_5_innings,3.5,Under,100
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Over,-103
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Under,-128
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betonlineag,BetOnline.ag,totals_1st_5_innings,3.5,Over,-123
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betonlineag,BetOnline.ag,totals_1st_5_innings,3.5,Under,103
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betmgm,BetMGM,totals_1st_5_innings,3.5,Over,-130
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betmgm,BetMGM,totals_1st_5_innings,3.5,Under,100
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betmgm,BetMGM,totals_1st_1_innings,0.5,Over,110
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betmgm,BetMGM,totals_1st_1_innings,0.5,Under,-145
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,bovada,Bovada,totals_1st_5_innings,3.5,Over,-130
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,bovada,Bovada,totals_1st_5_innings,3.5,Under,100
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,williamhill_us,Caesars,totals_1st_1_innings,0.5,Over,115
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,williamhill_us,Caesars,totals_1st_1_innings,0.5,Under,-145
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,williamhill_us,Caesars,totals_1st_5_innings,3.5,Over,-130
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,williamhill_us,Caesars,totals_1st_5_innings,3.5,Under,100
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betus,BetUS,totals_1st_5_innings,3.5,Over,-125
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betus,BetUS,totals_1st_5_innings,3.5,Under,-105
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betrivers,BetRivers,totals_1st_1_innings,0.5,Over,-110
2026-09-13T19:10:24Z,2026-09-13T19:46:00Z,KC,BOS,betrivers,BetRivers,totals_1st_1_innings,0.5,Under,-132
2026-09-13T19:10:24Z,2026-09-13T20:06:00Z,SEA,OAK,fanduel,FanDuel,totals_1st_1_innings,0.5,Over,-115
2026-09-13T19:10:24Z,2026-09-13T20:06:00Z,SEA,OAK,fanduel,FanDuel,totals_1st_1_innings,0.5,Under,-111
