captured_at_utc,commence_time,away_team,home_team,book_key,book,market,point,outcome,price
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Over,145
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Under,-196
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betonlineag,BetOnline.ag,totals_1st_5_innings,3.5,Over,100
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betonlineag,BetOnline.ag,totals_1st_5_innings,3.5,Under,-120
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,mybookieag,MyBookie.ag,totals_1st_5_innings,3.5,Over,-104
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,mybookieag,MyBookie.ag,totals_1st_5_innings,3.5,Under,-117
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,fanduel,FanDuel,totals_1st_1_innings,0.5,Over,140
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,fanduel,FanDuel,totals_1st_1_innings,0.5,Under,-180
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,fanduel,FanDuel,totals_1st_5_innings,3.5,Over,-102
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,fanduel,FanDuel,totals_1st_5_innings,3.5,Under,-128
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,williamhill_us,Caesars,totals_1st_1_innings,0.5,Over,135
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,williamhill_us,Caesars,totals_1st_1_innings,0.5,Under,-154
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,bovada,Bovada,totals_1st_5_innings,3.5,Over,-105
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,bovada,Bovada,totals_1st_5_innings,3.5,Under,-125
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betmgm,BetMGM,totals_1st_5_innings,3.5,Over,-102
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betmgm,BetMGM,totals_1st_5_innings,3.5,Under,-130
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betmgm,BetMGM,totals_1st_1_innings,0.5,Over,130
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betmgm,BetMGM,totals_1st_1_innings,0.5,Under,-165
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betus,BetUS,totals_1st_5_innings,3.5,Over,-110
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betus,BetUS,totals_1st_5_innings,3.5,Under,-120
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betrivers,BetRivers,totals_1st_1_innings,1.5,Over,310
2026-09-10T19:26:02Z,2026-09-10T20:10:00Z,TEX,SEA,betrivers,BetRivers,totals_1st_1_innings,1.5,Under,-480
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Over,-132
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,betonlineag,BetOnline.ag,totals_1st_1_innings,0.5,Under,-101
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,betonlineag,BetOnline.ag,totals_1st_5_innings,4.5,Over,-105
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,betonlineag,BetOnline.ag,totals_1st_5_innings,4.5,Under,-115
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,mybookieag,MyBookie.ag,totals_1st_5_innings,4.5,Over,-109
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,mybookieag,MyBookie.ag,totals_1st_5_innings,4.5,Under,-112
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,williamhill_us,Caesars,totals_1st_1_innings,0.5,Over,-115
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,williamhill_us,Caesars,totals_1st_1_innings,0.5,Under,-115
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,williamhill_us,Caesars,totals_1st_5_innings,4.5,Over,-105
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,williamhill_us,Caesars,totals_1st_5_innings,4.5,Under,-125
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,fanduel,FanDuel,totals_1st_1_innings,0.5,Over,-118
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,fanduel,FanDuel,totals_1st_1_innings,0.5,Under,-108
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,fanduel,FanDuel,totals_1st_5_innings,4.5,Over,-114
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,fanduel,FanDuel,totals_1st_5_innings,4.5,Under,-114
2026-09-10T19:26:02Z,2026-09-10T23:05:00Z,COL,NYY,bovada,Bovada,totals_1st_5_innings,4.5,Over,-115
